OrderID,OrderDate,PromisedDate,WarehouseID,ProductID,Priority,OrderedUnits,ShippedUnits,CompleteDate,UnitPriceUSD,FulfilledByDueMonthUnits,OnTimeFull
1137,2024-02-12,2024-02-15,1,9,Expedite,9,9,2024-02-14,15.84,9,1
1138,2024-02-12,2024-02-15,1,1,Standard,18,18,2024-02-19,119.86,18,0
1139,2024-02-12,2024-02-15,2,24,Standard,9,9,2024-02-14,125.75,9,1
1140,2024-02-12,2024-02-19,2,24,Standard,20,20,2024-02-14,125.75,20,1
1141,2024-02-12,2024-02-15,2,12,Standard,10,10,2024-02-14,90.85,10,1
1142,2024-02-12,2024-02-15,2,27,Standard,14,14,2024-02-14,122.0,14,1
1143,2024-02-12,2024-02-15,2,6,Standard,22,22,2024-02-14,17.11,22,1
1144,2024-02-12,2024-02-15,2,8,Standard,6,6,2024-02-14,72.15,6,1
1145,2024-02-12,2024-02-15,2,32,Expedite,13,13,2024-02-14,16.37,13,1
1146,2024-02-12,2024-02-15,2,2,Standard,6,6,2024-02-14,91.14,6,1
1147,2024-02-12,2024-02-19,2,7,Standard,20,20,2024-02-14,87.71,20,1
1148,2024-02-12,2024-02-15,2,9,Standard,14,14,2024-02-14,15.84,14,1
1149,2024-02-12,2024-02-15,2,19,Standard,20,20,2024-02-14,21.14,20,1
1150,2024-02-12,2024-02-15,2,8,Standard,12,12,2024-02-14,72.15,12,1
1151,2024-02-12,2024-02-15,2,18,Standard,16,16,2024-02-14,72.43,16,1
1152,2024-02-12,2024-02-15,2,6,Standard,18,18,2024-02-14,17.11,18,1
1153,2024-02-12,2024-02-15,3,19,Standard,15,15,2024-02-14,21.14,15,1
1154,2024-02-12,2024-02-15,3,25,Standard,19,19,2024-02-14,20.3,19,1
1155,2024-02-12,2024-02-19,3,26,Standard,9,9,2024-02-14,86.23,9,1
1156,2024-02-12,2024-02-19,3,16,Expedite,21,21,2024-02-14,34.55,21,1
1157,2024-02-12,2024-02-15,3,12,Expedite,16,16,2024-02-14,90.85,16,1
1158,2024-02-12,2024-02-19,3,14,Standard,10,10,2024-02-14,93.02,10,1
1159,2024-02-12,2024-02-15,3,25,Standard,7,7,2024-02-14,20.3,7,1
1160,2024-02-12,2024-02-19,3,15,Standard,12,12,2024-02-14,71.63,12,1
1161,2024-02-12,2024-02-19,3,15,Standard,15,15,2024-02-14,71.63,15,1
1162,2024-02-12,2024-02-15,3,24,Standard,12,12,2024-02-14,125.75,12,1
1163,2024-02-12,2024-02-15,3,15,Standard,19,19,2024-02-14,71.63,19,1
1164,2024-02-12,2024-02-15,3,3,Standard,22,22,2024-02-14,52.53,22,1
1165,2024-02-13,2024-02-19,1,14,Standard,21,21,2024-02-15,93.02,21,1
1166,2024-02-13,2024-02-16,1,30,Standard,19,19,2024-02-15,46.41,19,1
1167,2024-02-13,2024-02-16,1,10,Standard,6,6,2024-02-15,98.47,6,1
1168,2024-02-13,2024-02-19,1,13,Standard,17,17,2024-02-15,113.46,17,1
1169,2024-02-13,2024-02-16,1,1,Expedite,9,9,2024-02-19,119.86,9,0
1170,2024-02-13,2024-02-16,1,27,Standard,10,10,2024-02-15,122.0,10,1
1171,2024-02-13,2024-02-19,1,2,Standard,16,16,2024-02-15,91.14,16,1
1172,2024-02-13,2024-02-19,1,29,Standard,13,13,2024-02-15,22.51,13,1
1173,2024-02-13,2024-02-16,1,21,Standard,19,19,2024-02-15,33.14,19,1
1174,2024-02-13,2024-02-16,1,32,Standard,3,3,2024-02-15,16.37,3,1
1175,2024-02-13,2024-02-16,1,22,Expedite,9,9,2024-02-15,29.06,9,1
1176,2024-02-13,2024-02-16,1,27,Standard,6,6,2024-02-15,122.0,6,1
1177,2024-02-13,2024-02-16,2,7,Standard,13,13,2024-02-15,87.71,13,1
1178,2024-02-13,2024-02-19,2,25,Expedite,10,10,2024-02-15,20.3,10,1
1179,2024-02-13,2024-02-19,2,17,Expedite,3,3,2024-02-15,114.67,3,1
1180,2024-02-13,2024-02-16,2,25,Standard,21,21,2024-02-15,20.3,21,1
1181,2024-02-13,2024-02-16,2,18,Expedite,6,6,2024-02-15,72.43,6,1
1182,2024-02-13,2024-02-19,2,31,Standard,6,6,2024-02-15,33.25,6,1
1183,2024-02-13,2024-02-19,2,28,Standard,17,17,2024-02-15,15.67,17,1
1184,2024-02-13,2024-02-16,2,14,Standard,5,5,2024-02-15,93.02,5,1
1185,2024-02-13,2024-02-16,2,10,Standard,21,21,2024-02-15,98.47,21,1
1186,2024-02-13,2024-02-16,2,17,Standard,5,5,2024-02-15,114.67,5,1
1187,2024-02-13,2024-02-16,2,6,Standard,21,21,2024-02-15,17.11,21,1
1188,2024-02-13,2024-02-16,2,14,Standard,21,21,2024-02-15,93.02,21,1
1189,2024-02-13,2024-02-16,2,2,Expedite,14,14,2024-02-15,91.14,14,1
1190,2024-02-13,2024-02-19,3,6,Standard,8,8,2024-02-15,17.11,8,1
1191,2024-02-13,2024-02-16,3,28,Standard,14,14,2024-02-15,15.67,14,1
1192,2024-02-13,2024-02-19,3,23,Standard,18,18,2024-02-15,124.05,18,1
1193,2024-02-13,2024-02-19,3,18,Standard,11,11,2024-02-15,72.43,11,1
1194,2024-02-13,2024-02-16,3,8,Standard,14,14,2024-02-15,72.15,14,1
1195,2024-02-13,2024-02-16,3,30,Standard,8,8,2024-02-15,46.41,8,1
1196,2024-02-13,2024-02-16,3,30,Standard,6,6,2024-02-15,46.41,6,1
1197,2024-02-13,2024-02-16,3,8,Standard,20,20,2024-02-15,72.15,20,1
1198,2024-02-13,2024-02-16,3,12,Standard,12,12,2024-02-15,90.85,12,1
1199,2024-02-13,2024-02-16,3,13,Expedite,9,9,2024-02-15,113.46,9,1
1200,2024-02-13,2024-02-19,3,18,Standard,20,20,2024-02-15,72.43,20,1
1201,2024-02-14,2024-02-19,1,23,Standard,14,14,2024-02-16,124.05,14,1
1202,2024-02-14,2024-02-19,1,8,Standard,21,21,2024-02-16,72.15,21,1
1203,2024-02-14,2024-02-19,1,17,Standard,18,18,2024-02-16,114.67,18,1
1204,2024-02-14,2024-02-19,1,26,Standard,6,6,2024-02-16,86.23,6,1
1205,2024-02-14,2024-02-19,1,4,Standard,18,18,2024-02-16,121.18,18,1
1206,2024-02-14,2024-02-19,1,8,Standard,6,6,2024-02-16,72.15,6,1
1207,2024-02-14,2024-02-19,1,13,Standard,21,21,2024-02-16,113.46,21,1
1208,2024-02-14,2024-02-19,1,32,Standard,6,6,2024-02-16,16.37,6,1
1209,2024-02-14,2024-02-19,1,8,Standard,19,19,2024-02-16,72.15,19,1
1210,2024-02-14,2024-02-19,1,11,Expedite,9,9,2024-02-16,82.82,9,1
1211,2024-02-14,2024-02-19,1,19,Standard,20,20,2024-02-16,21.14,20,1
1212,2024-02-14,2024-02-19,2,21,Standard,5,5,2024-02-16,33.14,5,1
1213,2024-02-14,2024-02-19,2,30,Standard,5,5,2024-02-16,46.41,5,1
1214,2024-02-14,2024-02-19,2,32,Standard,18,18,2024-02-16,16.37,18,1
1215,2024-02-14,2024-02-19,2,2,Standard,18,18,2024-02-16,91.14,18,1
1216,2024-02-14,2024-02-19,2,15,Standard,10,10,2024-02-16,71.63,10,1
1217,2024-02-14,2024-02-19,2,8,Standard,9,9,2024-02-16,72.15,9,1
1218,2024-02-14,2024-02-19,2,19,Standard,20,20,2024-02-16,21.14,20,1
1219,2024-02-14,2024-02-19,2,26,Standard,14,14,2024-02-16,86.23,14,1
1220,2024-02-14,2024-02-19,2,22,Standard,11,11,2024-02-16,29.06,11,1
1221,2024-02-14,2024-02-19,2,27,Standard,10,10,2024-02-16,122.0,10,1
1222,2024-02-14,2024-02-19,2,17,Standard,4,4,2024-02-16,114.67,4,1
1223,2024-02-14,2024-02-19,3,3,Standard,5,5,2024-02-16,52.53,5,1
1224,2024-02-14,2024-02-19,3,12,Standard,6,6,2024-02-19,90.85,6,1
1225,2024-02-14,2024-02-19,3,23,Standard,8,8,2024-02-16,124.05,8,1
1226,2024-02-14,2024-02-19,3,9,Standard,19,19,2024-02-16,15.84,19,1
1227,2024-02-14,2024-02-19,3,17,Standard,13,13,2024-02-16,114.67,13,1
1228,2024-02-14,2024-02-19,3,26,Standard,22,22,2024-02-16,86.23,22,1
1229,2024-02-14,2024-02-19,3,29,Expedite,11,11,2024-02-16,22.51,11,1
1230,2024-02-14,2024-02-19,3,15,Standard,13,13,2024-02-16,71.63,13,1
1231,2024-02-14,2024-02-19,3,19,Standard,20,20,2024-02-16,21.14,20,1
1232,2024-02-14,2024-02-19,3,12,Standard,17,17,2024-02-19,90.85,17,1
1233,2024-02-14,2024-02-19,3,4,Standard,6,6,2024-02-16,121.18,6,1
1234,2024-02-14,2024-02-19,3,10,Standard,13,13,2024-02-16,98.47,13,1
1235,2024-02-15,2024-02-19,1,28,Standard,10,10,2024-02-19,15.67,10,1
1236,2024-02-15,2024-02-19,1,26,Standard,7,7,2024-02-19,86.23,7,1
1237,2024-02-15,2024-02-20,1,32,Standard,8,8,2024-02-19,16.37,8,1
1238,2024-02-15,2024-02-19,1,14,Standard,11,11,2024-02-19,93.02,11,1
1239,2024-02-15,2024-02-19,1,19,Expedite,15,15,2024-02-19,21.14,15,1
1240,2024-02-15,2024-02-20,1,31,Standard,21,21,2024-02-19,33.25,21,1
1241,2024-02-15,2024-02-19,1,20,Standard,15,15,2024-02-19,90.67,15,1
1242,2024-02-15,2024-02-19,1,1,Standard,12,12,2024-02-19,119.86,12,1
1243,2024-02-15,2024-02-19,1,28,Standard,3,3,2024-02-19,15.67,3,1
1244,2024-02-15,2024-02-20,1,8,Standard,3,3,2024-02-19,72.15,3,1
1245,2024-02-15,2024-02-20,1,14,Standard,17,17,2024-02-19,93.02,17,1
1246,2024-02-15,2024-02-19,1,15,Standard,12,12,2024-02-19,71.63,12,1
1247,2024-02-15,2024-02-20,2,17,Expedite,14,14,2024-02-19,114.67,14,1
1248,2024-02-15,2024-02-20,2,18,Standard,18,18,2024-02-19,72.43,18,1
1249,2024-02-15,2024-02-19,2,31,Standard,15,15,2024-02-19,33.25,15,1
1250,2024-02-15,2024-02-20,2,14,Standard,3,3,2024-02-19,93.02,3,1
1251,2024-02-15,2024-02-20,2,18,Standard,11,11,2024-02-19,72.43,11,1
1252,2024-02-15,2024-02-20,2,25,Standard,11,11,2024-02-19,20.3,11,1
1253,2024-02-15,2024-02-19,2,10,Expedite,14,14,2024-02-23,98.47,14,0
1254,2024-02-15,2024-02-20,2,24,Standard,19,19,2024-02-19,125.75,19,1
1255,2024-02-15,2024-02-19,2,26,Standard,16,16,2024-02-19,86.23,16,1
1256,2024-02-15,2024-02-19,2,29,Expedite,9,9,2024-02-19,22.51,9,1
1257,2024-02-15,2024-02-19,2,27,Standard,5,5,2024-02-19,122.0,5,1
1258,2024-02-15,2024-02-19,2,18,Standard,11,11,2024-02-19,72.43,11,1
1259,2024-02-15,2024-02-19,2,16,Standard,18,18,2024-02-19,34.55,18,1
1260,2024-02-15,2024-02-20,2,6,Standard,3,3,2024-02-19,17.11,3,1
1261,2024-02-15,2024-02-19,3,16,Standard,10,10,2024-02-19,34.55,10,1
1262,2024-02-15,2024-02-19,3,11,Expedite,4,4,2024-02-19,82.82,4,1
1263,2024-02-15,2024-02-19,3,23,Standard,14,14,2024-02-19,124.05,14,1
1264,2024-02-15,2024-02-19,3,26,Standard,4,4,2024-02-19,86.23,4,1
1265,2024-02-15,2024-02-19,3,30,Standard,20,20,2024-02-19,46.41,20,1
1266,2024-02-15,2024-02-19,3,22,Standard,17,17,2024-02-19,29.06,17,1
1267,2024-02-15,2024-02-20,3,11,Standard,21,21,2024-02-19,82.82,21,1
1268,2024-02-15,2024-02-19,3,12,Standard,6,6,2024-02-19,90.85,6,1
1269,2024-02-15,2024-02-19,3,15,Standard,13,13,2024-02-19,71.63,13,1
1270,2024-02-15,2024-02-19,3,21,Standard,8,8,2024-02-19,33.14,8,1
1271,2024-02-15,2024-02-20,3,25,Standard,22,22,2024-02-19,20.3,22,1
1272,2024-02-15,2024-02-19,3,31,Standard,18,18,2024-02-19,33.25,18,1
1273,2024-02-15,2024-02-20,3,31,Standard,14,14,2024-02-19,33.25,14,1
1274,2024-02-16,2024-02-19,1,2,Standard,19,19,2024-02-20,91.14,19,0
1275,2024-02-16,2024-02-19,1,14,Standard,4,4,2024-02-20,93.02,4,0
1276,2024-02-16,2024-02-19,1,4,Standard,17,17,2024-02-20,121.18,17,0
1277,2024-02-16,2024-02-19,1,17,Standard,13,13,2024-02-20,114.67,13,0
1278,2024-02-16,2024-02-19,1,12,Standard,22,22,2024-02-20,90.85,22,0
1279,2024-02-16,2024-02-21,1,24,Standard,6,6,2024-02-20,125.75,6,1
1280,2024-02-16,2024-02-19,1,17,Standard,20,20,2024-02-20,114.67,20,0
1281,2024-02-16,2024-02-21,1,12,Standard,9,9,2024-02-20,90.85,9,1
1282,2024-02-16,2024-02-19,1,9,Expedite,7,7,2024-02-20,15.84,7,0
1283,2024-02-16,2024-02-21,1,7,Standard,12,12,2024-02-20,87.71,12,1
1284,2024-02-16,2024-02-19,1,4,Standard,15,15,2024-02-20,121.18,15,0
1285,2024-02-16,2024-02-19,2,27,Standard,8,8,2024-02-20,122.0,8,0
1286,2024-02-16,2024-02-21,2,2,Standard,12,12,2024-02-20,91.14,12,1
1287,2024-02-16,2024-02-19,2,28,Standard,17,17,2024-02-20,15.67,17,0
1288,2024-02-16,2024-02-19,2,23,Standard,16,16,2024-02-20,124.05,16,0
1289,2024-02-16,2024-02-21,2,23,Standard,15,15,2024-02-20,124.05,15,1
1290,2024-02-16,2024-02-19,2,9,Standard,17,17,2024-02-20,15.84,17,0
1291,2024-02-16,2024-02-19,2,24,Standard,18,18,2024-02-20,125.75,18,0
1292,2024-02-16,2024-02-19,2,31,Expedite,22,22,2024-02-20,33.25,22,0
1293,2024-02-16,2024-02-19,2,6,Expedite,7,7,2024-02-20,17.11,7,0
1294,2024-02-16,2024-02-21,2,20,Standard,5,5,2024-02-20,90.67,5,1
1295,2024-02-16,2024-02-19,2,32,Standard,22,22,2024-02-20,16.37,22,0
1296,2024-02-16,2024-02-19,2,29,Standard,5,5,2024-02-20,22.51,5,0
1297,2024-02-16,2024-02-19,2,29,Standard,6,6,2024-02-20,22.51,6,0
1298,2024-02-16,2024-02-19,3,20,Standard,18,18,2024-02-20,90.67,18,0
1299,2024-02-16,2024-02-21,3,5,Standard,4,4,2024-02-20,8.71,4,1
1300,2024-02-16,2024-02-21,3,5,Standard,18,18,2024-02-20,8.71,18,1
1301,2024-02-16,2024-02-19,3,10,Standard,17,17,2024-02-20,98.47,17,0
1302,2024-02-16,2024-02-21,3,26,Standard,10,10,2024-02-20,86.23,10,1
1303,2024-02-16,2024-02-19,3,5,Standard,7,7,2024-02-20,8.71,7,0
1304,2024-02-16,2024-02-19,3,29,Standard,8,8,2024-02-20,22.51,8,0
1305,2024-02-16,2024-02-19,3,4,Standard,22,22,2024-02-20,121.18,22,0
1306,2024-02-16,2024-02-19,3,5,Standard,21,21,2024-02-20,8.71,21,0
1307,2024-02-16,2024-02-21,3,15,Standard,3,3,2024-02-20,71.63,3,1
1308,2024-02-16,2024-02-19,3,19,Standard,9,9,2024-02-20,21.14,9,0
1309,2024-02-16,2024-02-19,3,5,Standard,5,5,2024-02-20,8.71,5,0
1310,2024-02-16,2024-02-19,3,19,Standard,10,10,2024-02-20,21.14,10,0
1311,2024-02-19,2024-02-26,1,18,Standard,6,6,2024-02-21,72.43,6,1
1312,2024-02-19,2024-02-26,1,22,Standard,13,13,2024-02-21,29.06,13,1
1313,2024-02-19,2024-02-22,1,22,Standard,15,15,2024-02-21,29.06,15,1
1314,2024-02-19,2024-02-22,1,28,Standard,7,7,2024-02-21,15.67,7,1
1315,2024-02-19,2024-02-26,1,30,Standard,16,16,2024-02-21,46.41,16,1
1316,2024-02-19,2024-02-26,1,23,Standard,19,19,2024-02-21,124.05,19,1
1317,2024-02-19,2024-02-22,1,16,Standard,8,8,2024-02-21,34.55,8,1
1318,2024-02-19,2024-02-22,1,20,Standard,14,14,2024-02-21,90.67,14,1
1319,2024-02-19,2024-02-22,1,13,Standard,10,10,2024-02-21,113.46,10,1
1320,2024-02-19,2024-02-22,1,6,Expedite,14,14,2024-02-21,17.11,14,1
1321,2024-02-19,2024-02-22,1,4,Standard,12,12,2024-02-21,121.18,12,1
1322,2024-02-19,2024-02-22,1,13,Standard,15,15,2024-02-21,113.46,15,1
1323,2024-02-19,2024-02-22,1,7,Standard,10,10,2024-02-21,87.71,10,1
1324,2024-02-19,2024-02-22,2,16,Standard,6,6,2024-02-21,34.55,6,1
1325,2024-02-19,2024-02-26,2,9,Standard,16,16,2024-02-21,15.84,16,1
1326,2024-02-19,2024-02-22,2,7,Standard,20,20,2024-02-21,87.71,20,1
1327,2024-02-19,2024-02-26,2,26,Standard,19,19,2024-02-21,86.23,19,1
1328,2024-02-19,2024-02-26,2,12,Standard,21,21,2024-02-21,90.85,21,1
1329,2024-02-19,2024-02-26,2,25,Standard,19,19,2024-02-21,20.3,19,1
1330,2024-02-19,2024-02-26,2,24,Standard,15,15,2024-02-21,125.75,15,1
1331,2024-02-19,2024-02-22,2,17,Standard,16,16,2024-02-21,114.67,16,1
1332,2024-02-19,2024-02-22,2,18,Standard,6,6,2024-02-21,72.43,6,1
1333,2024-02-19,2024-02-22,2,18,Standard,21,21,2024-02-21,72.43,21,1
1334,2024-02-19,2024-02-22,2,20,Standard,6,6,2024-02-21,90.67,6,1
1335,2024-02-19,2024-02-22,2,1,Standard,5,5,2024-02-21,119.86,5,1
1336,2024-02-19,2024-02-22,2,15,Standard,9,9,2024-02-21,71.63,9,1
1337,2024-02-19,2024-02-22,3,29,Standard,20,20,2024-02-21,22.51,20,1
1338,2024-02-19,2024-02-22,3,4,Expedite,5,5,2024-02-21,121.18,5,1
1339,2024-02-19,2024-02-26,3,5,Standard,3,3,2024-02-21,8.71,3,1
1340,2024-02-19,2024-02-26,3,32,Standard,20,20,2024-02-21,16.37,20,1
1341,2024-02-19,2024-02-26,3,12,Standard,13,13,2024-02-21,90.85,13,1
1342,2024-02-19,2024-02-22,3,27,Standard,9,9,2024-02-21,122.0,9,1
1343,2024-02-19,2024-02-22,3,19,Standard,22,22,2024-02-21,21.14,22,1
1344,2024-02-19,2024-02-26,3,10,Standard,21,21,2024-02-21,98.47,21,1
1345,2024-02-19,2024-02-26,3,14,Standard,16,16,2024-02-21,93.02,16,1
1346,2024-02-19,2024-02-26,3,26,Standard,9,9,2024-02-21,86.23,9,1
1347,2024-02-19,2024-02-26,3,17,Standard,11,11,2024-02-21,114.67,11,1
1348,2024-02-20,2024-02-23,1,22,Expedite,4,4,2024-02-22,29.06,4,1
1349,2024-02-20,2024-02-26,1,16,Standard,10,10,2024-02-22,34.55,10,1
1350,2024-02-20,2024-02-26,1,10,Expedite,16,16,2024-02-22,98.47,16,1
1351,2024-02-20,2024-02-23,1,27,Standard,7,7,2024-02-22,122.0,7,1
1352,2024-02-20,2024-02-26,1,6,Standard,22,22,2024-02-22,17.11,22,1
1353,2024-02-20,2024-02-23,1,31,Expedite,13,13,2024-02-22,33.25,13,1
1354,2024-02-20,2024-02-26,1,19,Standard,15,15,2024-02-22,21.14,15,1
1355,2024-02-20,2024-02-23,1,25,Standard,5,5,2024-02-22,20.3,5,1
1356,2024-02-20,2024-02-23,1,30,Standard,14,14,2024-02-22,46.41,14,1
1357,2024-02-20,2024-02-23,1,24,Standard,8,8,2024-02-22,125.75,8,1
1358,2024-02-20,2024-02-23,2,15,Expedite,18,18,2024-02-22,71.63,18,1
1359,2024-02-20,2024-02-23,2,31,Standard,21,21,2024-02-22,33.25,21,1
1360,2024-02-20,2024-02-26,2,12,Standard,9,9,2024-02-22,90.85,9,1
1361,2024-02-20,2024-02-23,2,30,Standard,14,14,2024-02-22,46.41,14,1
1362,2024-02-20,2024-02-26,2,3,Standard,8,8,2024-02-22,52.53,8,1
1363,2024-02-20,2024-02-23,2,3,Standard,5,5,2024-02-22,52.53,5,1
1364,2024-02-20,2024-02-23,2,4,Standard,16,16,2024-02-22,121.18,16,1
1365,2024-02-20,2024-02-23,2,3,Standard,21,21,2024-02-22,52.53,21,1
1366,2024-02-20,2024-02-23,2,10,Standard,4,4,2024-02-23,98.47,4,1
1367,2024-02-20,2024-02-26,2,17,Standard,3,3,2024-02-22,114.67,3,1
1368,2024-02-20,2024-02-26,2,27,Standard,9,9,2024-02-22,122.0,9,1
1369,2024-02-20,2024-02-23,2,32,Standard,19,19,2024-02-22,16.37,19,1
1370,2024-02-20,2024-02-23,2,13,Standard,8,8,2024-02-22,113.46,8,1
1371,2024-02-20,2024-02-23,3,24,Standard,17,17,2024-02-22,125.75,17,1
1372,2024-02-20,2024-02-23,3,19,Standard,14,14,2024-02-22,21.14,14,1
1373,2024-02-20,2024-02-23,3,3,Standard,18,18,2024-02-22,52.53,18,1
1374,2024-02-20,2024-02-23,3,8,Standard,7,7,2024-02-22,72.15,7,1
1375,2024-02-20,2024-02-23,3,3,Standard,15,15,2024-02-22,52.53,15,1
1376,2024-02-20,2024-02-26,3,11,Standard,16,16,2024-02-22,82.82,16,1
1377,2024-02-20,2024-02-23,3,15,Standard,16,16,2024-02-22,71.63,16,1
1378,2024-02-20,2024-02-26,3,26,Standard,15,15,2024-02-22,86.23,15,1
1379,2024-02-20,2024-02-23,3,27,Standard,11,11,2024-02-22,122.0,11,1
1380,2024-02-20,2024-02-26,3,3,Standard,9,9,2024-02-22,52.53,9,1
1381,2024-02-20,2024-02-23,3,15,Standard,11,11,2024-02-22,71.63,11,1
1382,2024-02-20,2024-02-23,3,21,Expedite,3,3,2024-02-22,33.14,3,1
1383,2024-02-20,2024-02-23,3,28,Standard,16,16,2024-02-22,15.67,16,1
1384,2024-02-20,2024-02-23,3,30,Standard,22,22,2024-02-22,46.41,22,1
1385,2024-02-21,2024-02-26,1,15,Standard,6,6,2024-02-23,71.63,6,1
1386,2024-02-21,2024-02-26,1,16,Standard,18,18,2024-02-23,34.55,18,1
1387,2024-02-21,2024-02-26,1,27,Standard,9,9,2024-02-23,122.0,9,1
1388,2024-02-21,2024-02-26,1,12,Standard,22,22,2024-02-23,90.85,22,1
1389,2024-02-21,2024-02-26,1,29,Standard,21,21,2024-02-23,22.51,21,1
1390,2024-02-21,2024-02-26,1,13,Standard,13,13,2024-02-23,113.46,13,1
1391,2024-02-21,2024-02-26,1,20,Standard,3,3,2024-02-23,90.67,3,1
1392,2024-02-21,2024-02-26,1,14,Standard,11,11,2024-02-23,93.02,11,1
1393,2024-02-21,2024-02-26,1,29,Standard,19,19,2024-02-23,22.51,19,1
1394,2024-02-21,2024-02-26,1,16,Standard,16,16,2024-02-23,34.55,16,1
1395,2024-02-21,2024-02-26,1,13,Expedite,20,20,2024-02-23,113.46,20,1
1396,2024-02-21,2024-02-26,1,23,Standard,21,21,2024-02-23,124.05,21,1
1397,2024-02-21,2024-02-26,2,24,Standard,15,15,2024-02-23,125.75,15,1
1398,2024-02-21,2024-02-26,2,18,Standard,21,21,2024-02-23,72.43,21,1
1399,2024-02-21,2024-02-26,2,1,Standard,10,10,2024-02-23,119.86,10,1
1400,2024-02-21,2024-02-26,2,24,Standard,20,20,2024-02-23,125.75,20,1
1401,2024-02-21,2024-02-26,2,23,Standard,14,14,2024-02-23,124.05,14,1
1402,2024-02-21,2024-02-26,2,5,Standard,16,16,2024-02-23,8.71,16,1
1403,2024-02-21,2024-02-26,2,32,Standard,19,19,2024-02-23,16.37,19,1
1404,2024-02-21,2024-02-26,2,6,Standard,12,12,2024-02-23,17.11,12,1
1405,2024-02-21,2024-02-26,2,4,Standard,8,8,2024-02-23,121.18,8,1
1406,2024-02-21,2024-02-26,2,9,Standard,10,10,2024-02-23,15.84,10,1
1407,2024-02-21,2024-02-26,2,10,Standard,17,17,2024-02-23,98.47,17,1
1408,2024-02-21,2024-02-26,2,29,Standard,18,18,2024-02-23,22.51,18,1
1409,2024-02-21,2024-02-26,2,2,Standard,14,14,2024-02-23,91.14,14,1
1410,2024-02-21,2024-02-26,3,10,Standard,9,9,2024-02-23,98.47,9,1
1411,2024-02-21,2024-02-26,3,28,Standard,6,6,2024-02-23,15.67,6,1
1412,2024-02-21,2024-02-26,3,29,Standard,17,17,2024-02-23,22.51,17,1
1413,2024-02-21,2024-02-26,3,3,Standard,20,20,2024-02-23,52.53,20,1
1414,2024-02-21,2024-02-26,3,13,Standard,4,4,2024-02-23,113.46,4,1
1415,2024-02-21,2024-02-26,3,4,Expedite,16,16,2024-02-23,121.18,16,1
1416,2024-02-21,2024-02-26,3,32,Standard,20,20,2024-02-23,16.37,20,1
1417,2024-02-21,2024-02-26,3,6,Standard,15,15,2024-02-23,17.11,15,1
1418,2024-02-21,2024-02-26,3,8,Standard,20,20,2024-02-23,72.15,20,1
1419,2024-02-21,2024-02-26,3,22,Standard,7,7,2024-02-23,29.06,7,1
1420,2024-02-21,2024-02-26,3,25,Standard,13,13,2024-02-23,20.3,13,1
1421,2024-02-22,2024-02-26,1,30,Standard,10,10,2024-02-26,46.41,10,1
1422,2024-02-22,2024-02-27,1,2,Expedite,9,9,2024-02-26,91.14,9,1
1423,2024-02-22,2024-02-26,1,14,Standard,17,17,2024-02-26,93.02,17,1
1424,2024-02-22,2024-02-27,1,14,Standard,5,5,2024-02-26,93.02,5,1
1425,2024-02-22,2024-02-26,1,19,Expedite,4,4,2024-02-26,21.14,4,1
1426,2024-02-22,2024-02-26,1,28,Standard,21,21,2024-02-26,15.67,21,1
1427,2024-02-22,2024-02-27,1,12,Standard,7,7,2024-02-26,90.85,7,1
1428,2024-02-22,2024-02-27,1,7,Standard,12,12,2024-02-26,87.71,12,1
1429,2024-02-22,2024-02-26,1,27,Standard,6,6,2024-02-26,122.0,6,1
1430,2024-02-22,2024-02-26,1,5,Standard,15,15,2024-02-26,8.71,15,1
1431,2024-02-22,2024-02-27,1,12,Standard,22,22,2024-02-26,90.85,22,1
1432,2024-02-22,2024-02-26,1,3,Standard,8,8,2024-02-26,52.53,8,1
1433,2024-02-22,2024-02-26,1,20,Standard,12,12,2024-02-26,90.67,12,1
1434,2024-02-22,2024-02-26,1,7,Standard,7,7,2024-02-26,87.71,7,1
1435,2024-02-22,2024-02-26,1,16,Standard,17,17,2024-02-26,34.55,17,1
1436,2024-02-22,2024-02-26,2,5,Standard,11,11,2024-02-26,8.71,11,1
1437,2024-02-22,2024-02-26,2,4,Standard,16,16,2024-02-26,121.18,16,1
1438,2024-02-22,2024-02-26,2,25,Standard,3,3,2024-02-26,20.3,3,1
1439,2024-02-22,2024-02-26,2,23,Standard,18,18,2024-02-26,124.05,18,1
1440,2024-02-22,2024-02-27,2,2,Standard,21,21,2024-02-26,91.14,21,1
1441,2024-02-22,2024-02-27,2,4,Standard,14,14,2024-02-26,121.18,14,1
1442,2024-02-22,2024-02-26,2,29,Standard,17,17,2024-02-26,22.51,17,1
1443,2024-02-22,2024-02-26,2,26,Standard,10,10,2024-02-26,86.23,10,1
1444,2024-02-22,2024-02-26,2,27,Expedite,5,5,2024-02-26,122.0,5,1
1445,2024-02-22,2024-02-26,2,1,Standard,9,9,2024-02-26,119.86,9,1
1446,2024-02-22,2024-02-27,2,7,Standard,18,18,2024-02-26,87.71,18,1
1447,2024-02-22,2024-02-27,2,14,Standard,14,14,2024-02-26,93.02,14,1
1448,2024-02-22,2024-02-26,2,6,Standard,4,4,2024-02-26,17.11,4,1
1449,2024-02-22,2024-02-26,2,5,Standard,15,15,2024-02-26,8.71,15,1
1450,2024-02-22,2024-02-26,2,30,Standard,6,6,2024-02-26,46.41,6,1
1451,2024-02-22,2024-02-26,3,29,Standard,10,10,2024-02-26,22.51,10,1
