PurchaseID,OrderDate,PromisedDate,WarehouseID,ProductID,SupplierID,OrderedUnits,ReceivedUnits,ReceiptDate,OnTimeFull
396,2024-06-25,2024-07-25,2,23,5,146,146,2024-07-29,0
397,2024-06-25,2024-07-03,3,30,6,150,150,2024-07-08,0
398,2024-06-26,2024-07-05,3,12,4,164,164,2024-07-05,1
399,2024-06-27,2024-07-05,1,30,6,157,157,2024-07-05,1
400,2024-06-27,2024-07-04,2,7,1,147,147,2024-07-04,1
401,2024-06-27,2024-07-08,2,11,4,141,141,2024-07-08,1
402,2024-06-27,2024-07-15,3,5,3,143,143,2024-07-15,1
403,2024-06-27,2024-07-15,3,6,3,145,145,2024-07-15,1
404,2024-06-27,2024-07-05,3,32,6,126,126,2024-07-05,1
405,2024-06-28,2024-07-29,2,20,5,160,160,2024-07-29,1
406,2024-06-28,2024-07-15,3,8,3,132,132,2024-07-22,0
407,2024-06-28,2024-07-05,3,25,1,153,153,2024-07-10,0
408,2024-07-01,2024-07-11,1,28,2,151,151,2024-07-11,1
409,2024-07-01,2024-07-31,3,23,5,154,154,2024-07-31,1
410,2024-07-01,2024-07-09,3,27,6,153,153,2024-07-09,1
411,2024-07-02,2024-08-01,1,23,5,146,146,2024-08-01,1
412,2024-07-02,2024-07-10,2,27,6,141,141,2024-07-10,1
413,2024-07-02,2024-07-12,3,4,2,143,143,2024-07-24,0
414,2024-07-03,2024-07-15,2,22,2,141,141,2024-07-15,1
415,2024-07-03,2024-07-10,2,25,1,143,143,2024-07-10,1
416,2024-07-04,2024-07-15,1,12,4,146,146,2024-07-15,1
417,2024-07-05,2024-07-15,2,4,2,154,154,2024-07-15,1
418,2024-07-05,2024-08-05,2,17,5,143,143,2024-08-05,1
419,2024-07-05,2024-07-12,3,7,1,143,143,2024-07-12,1
420,2024-07-08,2024-07-24,1,8,3,128,128,2024-07-26,0
421,2024-07-08,2024-07-18,1,16,2,140,140,2024-07-18,1
422,2024-07-08,2024-08-07,1,24,5,124,124,2024-08-07,1
423,2024-07-08,2024-07-24,2,3,3,143,143,2024-08-05,0
424,2024-07-08,2024-07-24,2,6,3,151,151,2024-07-24,1
425,2024-07-08,2024-07-17,2,9,4,157,157,2024-07-22,0
426,2024-07-08,2024-07-17,2,12,4,160,160,2024-07-17,1
427,2024-07-09,2024-08-08,1,20,5,153,153,2024-08-08,1
428,2024-07-09,2024-07-17,1,29,6,153,153,2024-07-17,1
429,2024-07-09,2024-07-16,2,13,1,148,148,2024-07-16,1
430,2024-07-09,2024-07-17,2,29,6,150,150,2024-07-17,1
431,2024-07-10,2024-08-09,1,21,5,145,145,2024-08-12,0
432,2024-07-10,2024-07-22,1,22,2,175,175,2024-07-22,1
433,2024-07-10,2024-07-22,2,16,2,132,132,2024-07-22,1
434,2024-07-10,2024-08-09,2,18,5,142,142,2024-08-14,0
435,2024-07-10,2024-08-09,3,17,5,144,144,2024-08-14,0
436,2024-07-11,2024-08-12,1,17,5,151,151,2024-08-19,0
437,2024-07-11,2024-07-29,2,8,3,126,126,2024-07-29,1
438,2024-07-11,2024-07-22,3,15,4,146,146,2024-07-22,1
439,2024-07-12,2024-07-22,1,4,2,154,154,2024-07-29,0
440,2024-07-12,2024-07-19,2,1,1,160,160,2024-07-19,1
441,2024-07-12,2024-07-22,3,22,2,162,162,2024-07-22,1
442,2024-07-15,2024-07-25,3,10,2,150,150,2024-07-29,0
443,2024-07-16,2024-07-25,1,14,4,148,148,2024-08-06,0
444,2024-07-16,2024-07-23,1,31,1,169,169,2024-07-23,1
445,2024-07-16,2024-07-23,2,19,1,142,142,2024-07-23,1
446,2024-07-16,2024-07-24,2,32,6,130,130,2024-07-26,0
447,2024-07-16,2024-07-26,3,16,2,140,140,2024-07-26,1
448,2024-07-16,2024-07-24,3,26,6,145,145,2024-07-24,1
449,2024-07-17,2024-07-24,1,7,1,141,141,2024-07-24,1
450,2024-07-17,2024-08-02,2,5,3,143,143,2024-08-02,1
451,2024-07-17,2024-08-16,2,21,5,156,156,2024-08-16,1
452,2024-07-17,2024-07-29,2,28,2,149,149,2024-07-31,0
453,2024-07-17,2024-07-24,2,31,1,144,144,2024-07-26,0
454,2024-07-17,2024-08-16,3,20,5,143,143,2024-08-16,1
455,2024-07-18,2024-07-29,1,15,4,152,152,2024-07-29,1
456,2024-07-18,2024-08-05,3,2,3,148,148,2024-08-05,1
457,2024-07-18,2024-07-26,3,29,6,151,151,2024-07-26,1
458,2024-07-19,2024-08-05,1,2,3,151,151,2024-08-05,1
459,2024-07-19,2024-07-29,1,26,6,153,153,2024-07-29,1
460,2024-07-19,2024-07-29,2,14,4,156,156,2024-07-31,0
461,2024-07-19,2024-08-19,2,24,5,124,124,2024-08-19,1
462,2024-07-19,2024-07-29,2,26,6,143,143,2024-08-12,0
463,2024-07-19,2024-07-26,3,1,1,142,142,2024-07-26,1
464,2024-07-22,2024-07-29,1,13,1,161,161,2024-07-31,0
465,2024-07-22,2024-07-29,3,31,1,177,177,2024-07-31,0
466,2024-07-23,2024-08-02,1,10,2,153,153,2024-08-02,1
467,2024-07-23,2024-08-02,2,16,2,128,128,2024-08-07,0
468,2024-07-24,2024-08-09,1,5,3,144,144,2024-08-09,1
469,2024-07-25,2024-08-05,1,9,4,142,142,2024-08-12,0
470,2024-07-25,2024-08-12,3,3,3,167,167,2024-08-12,1
471,2024-07-25,2024-08-12,3,5,3,143,143,2024-08-12,1
472,2024-07-25,2024-08-26,3,18,5,158,158,2024-08-26,1
473,2024-07-26,2024-08-05,1,12,4,155,155,2024-08-05,1
474,2024-07-26,2024-08-05,1,32,6,136,136,2024-08-05,1
475,2024-07-29,2024-08-14,2,2,3,161,161,2024-08-14,1
476,2024-07-29,2024-08-14,2,8,3,152,152,2024-08-16,0
477,2024-07-29,2024-08-08,2,10,2,154,154,2024-08-13,0
478,2024-07-29,2024-08-05,3,19,1,156,156,2024-08-05,1
479,2024-07-31,2024-08-16,3,8,3,134,134,2024-08-16,1
480,2024-07-31,2024-08-30,3,21,5,155,155,2024-08-30,1
481,2024-07-31,2024-08-12,3,28,2,155,155,2024-08-14,0
482,2024-08-01,2024-08-08,1,19,1,147,147,2024-08-12,0
483,2024-08-01,2024-09-02,2,23,5,149,149,2024-09-02,1
484,2024-08-02,2024-08-19,1,3,3,150,150,2024-08-19,1
485,2024-08-02,2024-09-02,1,17,5,161,161,2024-09-02,1
486,2024-08-02,2024-09-02,1,24,5,134,134,2024-09-02,1
487,2024-08-02,2024-08-12,1,29,6,148,148,2024-08-12,1
488,2024-08-05,2024-08-21,2,3,3,185,185,2024-08-21,1
489,2024-08-05,2024-08-14,2,9,4,155,155,2024-08-14,1
490,2024-08-05,2024-08-14,3,12,4,143,143,2024-08-26,0
491,2024-08-05,2024-08-14,3,14,4,164,164,2024-08-19,0
492,2024-08-05,2024-08-12,3,25,1,147,147,2024-08-19,0
493,2024-08-06,2024-08-14,1,27,6,143,143,2024-08-14,1
494,2024-08-07,2024-08-19,2,4,2,145,145,2024-08-19,1
495,2024-08-08,2024-09-09,1,18,5,157,157,2024-09-09,1
496,2024-08-08,2024-09-09,1,20,5,152,152,2024-09-09,1
497,2024-08-08,2024-08-15,2,7,1,155,155,2024-08-15,1
498,2024-08-08,2024-09-09,2,17,5,156,156,2024-09-09,1
499,2024-08-08,2024-08-19,3,9,4,167,167,2024-08-19,1
500,2024-08-08,2024-08-19,3,11,4,148,148,2024-08-26,0
501,2024-08-08,2024-09-09,3,24,5,130,130,2024-09-09,1
502,2024-08-12,2024-08-21,2,15,4,159,159,2024-08-21,1
503,2024-08-12,2024-08-20,3,27,6,145,145,2024-08-20,1
504,2024-08-13,2024-08-20,1,7,1,142,142,2024-08-20,1
505,2024-08-13,2024-08-20,2,19,1,146,146,2024-08-20,1
506,2024-08-13,2024-09-12,2,24,5,126,126,2024-09-12,1
507,2024-08-13,2024-08-23,3,4,2,150,150,2024-08-23,1
508,2024-08-13,2024-08-20,3,13,1,141,141,2024-08-20,1
509,2024-08-13,2024-08-21,3,32,6,128,128,2024-08-21,1
510,2024-08-14,2024-08-30,1,6,3,150,150,2024-09-02,0
511,2024-08-14,2024-08-23,1,15,4,159,159,2024-08-23,1
512,2024-08-14,2024-08-26,2,16,2,136,136,2024-08-28,0
513,2024-08-14,2024-09-13,2,20,5,167,167,2024-09-13,1
514,2024-08-14,2024-08-22,2,27,6,143,143,2024-08-22,1
515,2024-08-14,2024-08-22,2,30,6,153,153,2024-08-22,1
516,2024-08-15,2024-08-22,3,31,1,144,144,2024-08-27,0
517,2024-08-16,2024-08-26,1,12,4,150,150,2024-08-26,1
518,2024-08-16,2024-08-26,1,16,2,122,122,2024-08-26,1
519,2024-08-16,2024-08-26,2,11,4,154,154,2024-08-26,1
520,2024-08-16,2024-08-23,2,25,1,176,176,2024-08-23,1
521,2024-08-16,2024-09-16,3,17,5,145,145,2024-09-23,0
522,2024-08-19,2024-08-29,1,4,2,152,152,2024-08-29,1
523,2024-08-19,2024-09-04,1,8,3,136,136,2024-09-04,1
524,2024-08-19,2024-09-18,1,23,5,148,148,2024-09-18,1
525,2024-08-19,2024-08-27,1,30,6,147,147,2024-08-27,1
526,2024-08-19,2024-09-04,2,5,3,150,150,2024-09-04,1
527,2024-08-19,2024-08-26,3,7,1,149,149,2024-08-26,1
528,2024-08-19,2024-08-29,3,10,2,148,148,2024-09-10,0
529,2024-08-19,2024-08-28,3,15,4,143,143,2024-08-28,1
530,2024-08-19,2024-09-18,3,23,5,147,147,2024-09-20,0
531,2024-08-20,2024-08-27,2,1,1,159,159,2024-08-27,1
532,2024-08-20,2024-08-29,2,12,4,144,144,2024-08-29,1
533,2024-08-20,2024-08-27,3,19,1,152,152,2024-09-09,0
534,2024-08-21,2024-08-29,1,29,6,151,151,2024-08-29,1
535,2024-08-21,2024-09-02,3,22,2,149,149,2024-09-04,0
536,2024-08-22,2024-09-02,1,11,4,157,157,2024-09-04,0
537,2024-08-23,2024-09-09,1,2,3,141,141,2024-09-23,0
538,2024-08-23,2024-09-09,1,3,3,160,160,2024-09-09,1
539,2024-08-23,2024-08-30,1,25,1,160,160,2024-08-30,1
540,2024-08-23,2024-09-02,2,14,4,160,160,2024-09-02,1
541,2024-08-23,2024-08-30,3,1,1,141,141,2024-08-30,1
542,2024-08-23,2024-09-09,3,3,3,141,141,2024-09-11,0
543,2024-08-23,2024-09-23,3,18,5,156,156,2024-09-23,1
544,2024-08-26,2024-09-03,1,32,6,126,126,2024-09-03,1
545,2024-08-26,2024-09-25,2,18,5,149,149,2024-10-07,0
546,2024-08-26,2024-09-02,2,31,1,147,147,2024-09-02,1
547,2024-08-26,2024-09-25,3,24,5,146,146,2024-09-30,0
548,2024-08-27,2024-09-06,1,28,2,163,163,2024-09-11,0
549,2024-08-27,2024-09-03,1,31,1,171,171,2024-09-03,1
550,2024-08-27,2024-09-26,2,21,5,147,147,2024-09-26,1
551,2024-08-27,2024-09-04,2,29,6,144,144,2024-09-04,1
552,2024-08-27,2024-09-12,3,6,3,144,144,2024-09-12,1
553,2024-08-27,2024-09-04,3,30,6,144,144,2024-09-04,1
554,2024-08-28,2024-09-06,1,14,4,152,152,2024-09-06,1
555,2024-08-29,2024-09-16,2,8,3,134,134,2024-09-18,0
556,2024-08-29,2024-09-05,2,13,1,146,146,2024-09-09,0
557,2024-08-29,2024-09-06,2,26,6,156,156,2024-09-06,1
558,2024-08-29,2024-09-09,2,28,2,148,148,2024-09-09,1
559,2024-08-30,2024-09-30,1,24,5,144,144,2024-10-07,0
560,2024-09-02,2024-09-10,1,26,6,144,144,2024-09-12,0
561,2024-09-02,2024-09-12,2,22,2,146,146,2024-09-17,0
562,2024-09-03,2024-09-13,1,22,2,141,141,2024-09-13,1
563,2024-09-04,2024-10-04,1,21,5,149,149,2024-10-04,1
564,2024-09-04,2024-09-16,2,10,2,150,150,2024-09-16,1
565,2024-09-04,2024-09-20,3,2,3,164,164,2024-09-20,1
566,2024-09-04,2024-09-11,3,7,1,150,150,2024-09-11,1
567,2024-09-04,2024-09-11,3,25,1,142,142,2024-09-11,1
568,2024-09-04,2024-09-12,3,26,6,150,150,2024-09-12,1
569,2024-09-05,2024-09-16,1,16,2,136,136,2024-09-16,1
570,2024-09-05,2024-10-07,1,18,5,148,148,2024-10-07,1
571,2024-09-05,2024-09-13,2,32,6,136,136,2024-09-13,1
572,2024-09-05,2024-09-16,3,16,2,134,134,2024-09-18,0
573,2024-09-05,2024-09-16,3,28,2,168,168,2024-09-18,0
574,2024-09-05,2024-09-13,3,29,6,153,153,2024-09-13,1
575,2024-09-06,2024-09-16,1,9,4,149,149,2024-09-23,0
576,2024-09-06,2024-09-13,1,13,1,148,148,2024-09-13,1
577,2024-09-09,2024-09-16,1,19,1,149,149,2024-09-30,0
578,2024-09-09,2024-09-19,3,4,2,169,169,2024-09-19,1
579,2024-09-09,2024-09-16,3,31,1,141,141,2024-09-18,0
580,2024-09-10,2024-10-10,2,20,5,149,149,2024-10-10,1
581,2024-09-10,2024-09-19,3,11,4,148,148,2024-09-23,0
582,2024-09-11,2024-09-27,1,5,3,159,159,2024-10-02,0
583,2024-09-11,2024-10-11,1,20,5,143,143,2024-10-23,0
584,2024-09-11,2024-09-23,2,16,2,132,132,2024-09-23,1
585,2024-09-11,2024-09-27,3,8,3,130,130,2024-09-27,1
586,2024-09-12,2024-09-23,1,10,2,146,146,2024-09-25,0
587,2024-09-12,2024-10-14,1,23,5,150,150,2024-10-14,1
588,2024-09-12,2024-10-14,2,23,5,143,143,2024-10-16,0
589,2024-09-12,2024-10-14,2,24,5,134,134,2024-10-14,1
590,2024-09-12,2024-10-14,3,20,5,149,149,2024-10-28,0
591,2024-09-13,2024-09-30,2,3,3,141,141,2024-09-30,1
592,2024-09-16,2024-10-02,1,6,3,150,150,2024-10-14,0
593,2024-09-16,2024-10-02,2,6,3,144,144,2024-10-02,1
594,2024-09-16,2024-10-16,3,21,5,141,141,2024-10-16,1
595,2024-09-17,2024-09-26,2,11,4,147,147,2024-10-01,0
596,2024-09-17,2024-09-25,2,30,6,151,151,2024-09-25,1
597,2024-09-17,2024-10-17,3,23,5,142,142,2024-10-17,1
598,2024-09-18,2024-09-25,1,1,1,143,143,2024-09-25,1
599,2024-09-18,2024-10-04,2,5,3,157,157,2024-10-07,0
600,2024-09-18,2024-09-25,2,7,1,141,141,2024-09-25,1
601,2024-09-18,2024-09-25,2,25,1,142,142,2024-09-25,1
602,2024-09-18,2024-09-27,3,9,4,161,161,2024-09-27,1
603,2024-09-19,2024-09-30,1,4,2,145,145,2024-10-07,0
604,2024-09-20,2024-09-30,1,12,4,148,148,2024-10-07,0
605,2024-09-20,2024-10-07,3,5,3,157,157,2024-10-07,1
606,2024-09-20,2024-09-27,3,13,1,162,162,2024-09-27,1
607,2024-09-20,2024-09-30,3,14,4,147,147,2024-10-02,0
608,2024-09-23,2024-10-03,2,4,2,161,161,2024-10-03,1
609,2024-09-23,2024-10-23,2,17,5,152,152,2024-10-25,0
610,2024-09-24,2024-10-02,1,27,6,156,156,2024-10-02,1
611,2024-09-24,2024-10-02,3,32,6,138,138,2024-10-02,1
612,2024-09-25,2024-10-07,1,28,2,148,148,2024-10-07,1
613,2024-09-26,2024-10-03,1,31,1,168,168,2024-10-03,1
614,2024-09-26,2024-10-07,3,12,4,143,143,2024-10-07,1
615,2024-09-27,2024-10-04,1,7,1,150,150,2024-10-16,0
616,2024-09-27,2024-10-07,2,15,4,157,157,2024-10-07,1
617,2024-09-27,2024-10-28,3,17,5,155,155,2024-11-11,0
618,2024-09-30,2024-10-07,1,25,1,142,142,2024-10-07,1
619,2024-09-30,2024-10-08,1,30,6,142,142,2024-10-10,0
620,2024-09-30,2024-10-07,2,19,1,145,145,2024-10-09,0
621,2024-09-30,2024-10-30,2,21,5,149,149,2024-10-30,1
622,2024-09-30,2024-10-08,2,32,6,144,144,2024-10-10,0
623,2024-10-01,2024-10-17,1,8,3,136,136,2024-10-17,1
624,2024-10-01,2024-10-10,1,15,4,151,151,2024-10-15,0
625,2024-10-01,2024-10-17,2,2,3,156,156,2024-10-17,1
626,2024-10-01,2024-10-11,2,16,2,122,122,2024-10-11,1
627,2024-10-01,2024-10-31,2,23,5,144,144,2024-10-31,1
628,2024-10-01,2024-10-11,3,10,2,144,144,2024-10-14,0
629,2024-10-01,2024-10-31,3,18,5,149,149,2024-11-12,0
630,2024-10-02,2024-10-09,2,13,1,163,163,2024-10-09,1
631,2024-10-02,2024-10-10,2,29,6,146,146,2024-10-22,0
632,2024-10-02,2024-11-01,3,24,5,136,136,2024-11-01,1
633,2024-10-02,2024-10-10,3,29,6,155,155,2024-10-10,1
634,2024-10-03,2024-10-21,2,8,3,128,128,2024-10-21,1
635,2024-10-03,2024-10-14,2,22,2,142,142,2024-10-16,0
636,2024-10-03,2024-10-14,3,15,4,168,168,2024-10-14,1
637,2024-10-03,2024-10-10,3,25,1,150,150,2024-10-10,1
638,2024-10-04,2024-10-21,1,2,3,169,169,2024-10-21,1
639,2024-10-04,2024-10-11,2,1,1,141,141,2024-10-14,0
640,2024-10-04,2024-10-14,2,14,4,148,148,2024-10-14,1
641,2024-10-04,2024-10-21,3,6,3,150,150,2024-10-28,0
642,2024-10-04,2024-10-14,3,22,2,150,150,2024-10-14,1
643,2024-10-07,2024-10-17,1,16,2,136,136,2024-10-17,1
644,2024-10-07,2024-11-06,1,20,5,143,143,2024-11-11,0
645,2024-10-07,2024-10-16,2,9,4,157,157,2024-10-16,1
646,2024-10-07,2024-10-16,2,12,4,158,158,2024-10-16,1
647,2024-10-07,2024-10-14,3,7,1,154,154,2024-10-16,0
648,2024-10-07,2024-10-14,3,19,1,143,143,2024-10-14,1
649,2024-10-08,2024-10-16,1,32,6,130,130,2024-10-21,0
650,2024-10-08,2024-10-16,2,26,6,146,146,2024-10-16,1
651,2024-10-08,2024-10-24,3,2,3,141,141,2024-10-24,1
652,2024-10-09,2024-10-18,1,14,4,150,150,2024-10-18,1
653,2024-10-09,2024-11-08,1,24,5,150,150,2024-11-08,1
654,2024-10-09,2024-10-21,2,10,2,152,152,2024-10-21,1
655,2024-10-09,2024-10-17,2,27,6,144,144,2024-10-22,0
656,2024-10-09,2024-10-17,3,26,6,144,144,2024-10-17,1
657,2024-10-10,2024-10-28,1,5,3,150,150,2024-10-30,0
658,2024-10-10,2024-11-11,2,20,5,160,160,2024-11-25,0
659,2024-10-10,2024-10-28,3,3,3,155,155,2024-10-30,0
660,2024-10-10,2024-10-28,3,8,3,134,134,2024-10-28,1
661,2024-10-11,2024-11-11,1,17,5,155,155,2024-11-25,0
662,2024-10-11,2024-10-21,1,29,6,142,142,2024-10-21,1
663,2024-10-11,2024-10-21,2,28,2,146,146,2024-10-21,1
664,2024-10-11,2024-10-21,3,16,2,132,132,2024-10-23,0
665,2024-10-14,2024-10-30,1,3,3,148,148,2024-10-30,1
666,2024-10-14,2024-10-30,2,5,3,154,154,2024-10-30,1
667,2024-10-14,2024-10-21,2,25,1,143,143,2024-10-21,1
668,2024-10-14,2024-10-24,3,4,2,145,145,2024-10-29,0
669,2024-10-14,2024-10-30,3,5,3,142,142,2024-10-30,1
670,2024-10-14,2024-10-22,3,27,6,148,148,2024-10-24,0
671,2024-10-15,2024-10-22,3,1,1,150,150,2024-10-22,1
672,2024-10-17,2024-10-28,1,11,4,151,151,2024-11-11,0
673,2024-10-17,2024-10-24,1,13,1,141,141,2024-10-24,1
674,2024-10-17,2024-10-24,1,19,1,146,146,2024-10-24,1
675,2024-10-17,2024-10-25,1,26,6,142,142,2024-10-25,1
676,2024-10-17,2024-10-28,2,4,2,153,153,2024-10-28,1
677,2024-10-17,2024-11-18,2,17,5,150,150,2024-11-18,1
678,2024-10-17,2024-11-18,2,18,5,144,144,2024-11-18,1
679,2024-10-17,2024-11-18,2,24,5,124,124,2024-11-18,1
680,2024-10-17,2024-10-25,3,30,6,155,155,2024-10-25,1
681,2024-10-18,2024-11-04,1,6,3,167,167,2024-11-04,1
682,2024-10-18,2024-10-28,1,27,6,158,158,2024-11-04,0
683,2024-10-18,2024-10-28,3,10,2,147,147,2024-10-28,1
684,2024-10-18,2024-10-28,3,11,4,145,145,2024-10-30,0
685,2024-10-18,2024-11-18,3,17,5,148,148,2024-11-25,0
686,2024-10-18,2024-11-18,3,20,5,144,144,2024-11-18,1
687,2024-10-21,2024-11-20,3,23,5,152,152,2024-11-20,1
688,2024-10-21,2024-10-29,3,32,6,124,124,2024-10-29,1
689,2024-10-22,2024-10-30,2,30,6,141,141,2024-10-30,1
690,2024-10-23,2024-11-04,1,28,2,159,159,2024-11-04,1
691,2024-10-23,2024-11-08,2,3,3,157,157,2024-11-08,1
692,2024-10-23,2024-10-30,2,31,1,160,160,2024-11-01,0
693,2024-10-24,2024-11-25,1,23,5,146,146,2024-12-02,0
694,2024-10-24,2024-11-04,3,14,4,147,147,2024-11-04,1
695,2024-10-24,2024-11-25,3,21,5,141,141,2024-11-25,1
696,2024-10-25,2024-11-04,1,10,2,148,148,2024-11-04,1
697,2024-10-25,2024-11-04,1,12,4,197,197,2024-11-06,0
698,2024-10-25,2024-11-04,1,16,2,146,146,2024-11-04,1
699,2024-10-25,2024-11-25,1,24,5,142,142,2024-12-02,0
700,2024-10-25,2024-11-11,2,6,3,144,144,2024-11-11,1
701,2024-10-25,2024-11-04,3,12,4,147,147,2024-11-04,1
702,2024-10-28,2024-11-04,1,7,1,149,149,2024-11-04,1
703,2024-10-28,2024-11-27,1,21,5,149,149,2024-11-27,1
704,2024-10-28,2024-11-06,2,12,4,151,151,2024-11-06,1
705,2024-10-28,2024-11-06,2,15,4,156,156,2024-11-06,1
706,2024-10-28,2024-11-27,2,23,5,141,141,2024-11-29,0
707,2024-10-28,2024-11-05,2,32,6,130,130,2024-11-05,1
708,2024-10-29,2024-11-05,1,1,1,157,157,2024-11-07,0
709,2024-10-29,2024-11-28,1,18,5,147,147,2024-11-28,1
710,2024-10-29,2024-11-05,1,31,1,146,146,2024-11-11,0
711,2024-10-29,2024-11-28,2,21,5,156,156,2024-12-02,0
712,2024-10-29,2024-11-28,3,18,5,141,141,2024-12-02,0
713,2024-10-30,2024-11-15,1,5,3,143,143,2024-11-27,0
714,2024-10-30,2024-11-06,2,7,1,142,142,2024-11-08,0
715,2024-10-30,2024-11-06,3,13,1,154,154,2024-11-06,1
716,2024-10-30,2024-11-07,3,29,6,145,145,2024-11-07,1
717,2024-10-31,2024-11-08,1,29,6,150,150,2024-11-13,0
718,2024-10-31,2024-12-02,3,24,5,130,130,2024-12-16,0
719,2024-11-01,2024-11-18,1,8,3,146,146,2024-11-18,1
720,2024-11-01,2024-11-11,1,22,2,144,144,2024-11-11,1
721,2024-11-01,2024-11-11,2,22,2,149,149,2024-11-11,1
722,2024-11-01,2024-11-18,3,3,3,147,147,2024-11-18,1
723,2024-11-01,2024-11-18,3,6,3,160,160,2024-11-20,0
724,2024-11-01,2024-11-11,3,22,2,159,159,2024-11-13,0
725,2024-11-05,2024-11-14,1,9,4,145,145,2024-11-18,0
726,2024-11-05,2024-12-05,1,20,5,146,146,2024-12-05,1
727,2024-11-05,2024-11-13,1,32,6,126,126,2024-11-18,0
728,2024-11-05,2024-11-21,2,5,3,152,152,2024-11-21,1
729,2024-11-05,2024-11-21,2,8,3,136,136,2024-11-21,1
730,2024-11-05,2024-11-15,2,10,2,151,151,2024-11-15,1
731,2024-11-05,2024-11-15,2,16,2,122,122,2024-11-15,1
732,2024-11-05,2024-11-14,3,9,4,182,182,2024-11-14,1
733,2024-11-06,2024-11-13,1,25,1,146,146,2024-11-13,1
734,2024-11-06,2024-12-06,2,17,5,158,158,2024-12-06,1
735,2024-11-06,2024-11-18,3,16,2,130,130,2024-11-20,0
736,2024-11-07,2024-11-18,2,11,4,141,141,2024-11-18,1
737,2024-11-07,2024-11-14,2,19,1,141,141,2024-11-14,1
738,2024-11-07,2024-11-14,2,25,1,176,176,2024-11-26,0
739,2024-11-07,2024-11-18,3,4,2,154,154,2024-11-18,1
740,2024-11-07,2024-11-18,3,28,2,142,142,2024-12-02,0
741,2024-11-08,2024-11-15,3,25,1,144,144,2024-11-15,1
742,2024-11-11,2024-11-27,2,2,3,143,143,2024-12-09,0
743,2024-11-11,2024-11-20,2,9,4,161,161,2024-11-20,1
744,2024-11-11,2024-12-11,2,20,5,147,147,2024-12-16,0
745,2024-11-11,2024-11-19,2,26,6,146,146,2024-11-21,0
746,2024-11-11,2024-11-27,3,2,3,143,143,2024-11-27,1
747,2024-11-11,2024-11-27,3,8,3,130,130,2024-11-29,0
748,2024-11-11,2024-11-18,3,19,1,151,151,2024-11-20,0
749,2024-11-12,2024-11-22,1,16,2,122,122,2024-11-22,1
750,2024-11-12,2024-11-20,1,30,6,146,146,2024-11-25,0
751,2024-11-12,2024-11-19,3,1,1,149,149,2024-11-21,0
752,2024-11-12,2024-11-21,3,15,4,151,151,2024-12-03,0
753,2024-11-12,2024-11-20,3,32,6,126,126,2024-11-20,1
754,2024-11-13,2024-11-20,1,13,1,145,145,2024-11-25,0
755,2024-11-13,2024-11-20,1,19,1,154,154,2024-11-22,0
756,2024-11-13,2024-11-29,2,6,3,163,163,2024-12-04,0
757,2024-11-13,2024-11-21,3,30,6,175,175,2024-11-21,1
758,2024-11-14,2024-12-02,1,3,3,146,146,2024-12-02,1
759,2024-11-14,2024-11-25,1,15,4,153,153,2024-11-25,1
760,2024-11-14,2024-11-22,1,26,6,144,144,2024-11-22,1
761,2024-11-14,2024-11-21,2,13,1,148,148,2024-11-21,1
762,2024-11-14,2024-11-22,2,29,6,143,143,2024-11-27,0
763,2024-11-15,2024-11-25,1,14,4,189,189,2024-11-25,1
764,2024-11-15,2024-12-16,1,24,5,142,142,2024-12-23,0
765,2024-11-15,2024-11-22,2,7,1,148,148,2024-11-22,1
766,2024-11-15,2024-12-16,2,24,5,132,132,2024-12-16,1
767,2024-11-15,2024-11-25,3,27,6,156,156,2024-12-09,0
768,2024-11-15,2024-11-22,3,31,1,158,158,2024-12-04,0
769,2024-11-18,2024-12-04,1,2,3,145,145,2024-12-04,1
770,2024-11-18,2024-12-04,1,6,3,141,141,2024-12-04,1
771,2024-11-18,2024-11-27,1,11,4,141,141,2024-11-27,1
772,2024-11-18,2024-11-27,1,12,4,144,144,2024-12-02,0
773,2024-11-18,2024-11-26,1,27,6,162,162,2024-11-26,1
774,2024-11-18,2024-11-28,2,28,2,158,158,2024-11-28,1
775,2024-11-18,2024-11-26,2,32,6,132,132,2024-11-26,1
776,2024-11-18,2024-11-28,3,10,2,155,155,2024-11-28,1
777,2024-11-18,2024-11-26,3,29,6,154,154,2024-11-26,1
778,2024-11-19,2024-12-05,2,3,3,143,143,2024-12-05,1
779,2024-11-19,2024-12-19,2,18,5,165,165,2024-12-19,1
780,2024-11-19,2024-11-28,3,9,4,152,152,2024-11-28,1
781,2024-11-20,2024-12-02,1,4,2,149,149,2024-12-04,0
782,2024-11-20,2024-11-29,2,14,4,172,172,2024-11-29,1
783,2024-11-20,2024-12-20,2,23,5,143,143,2024-12-23,0
784,2024-11-20,2024-12-20,3,21,5,155,155,2024-12-23,0
785,2024-11-20,2024-12-20,3,24,5,124,124,2024-12-20,1
786,2024-11-21,2024-12-02,1,28,2,147,147,2024-12-02,1
787,2024-11-21,2024-12-23,2,21,5,170,170,2024-12-23,1
788,2024-11-21,2024-12-09,3,5,3,141,141,2024-12-09,1
789,2024-11-21,2024-11-28,3,13,1,148,148,2024-11-28,1
790,2024-11-21,2024-12-23,3,20,5,153,153,2024-12-30,0
791,2024-11-22,2024-12-23,3,17,5,152,152,2024-12-23,1
792,2024-11-22,2024-12-23,3,23,5,152,152,2024-12-23,1
