ReceiptID,PurchaseID,Date,WarehouseID,ProductID,SupplierID,Units,ValueUSD,LeadDays,OnTime
497,514,2024-08-22,2,27,6,143,11255.53,8,1
498,515,2024-08-22,2,30,6,153,4580.82,8,1
499,507,2024-08-23,3,4,2,150,11727.0,10,1
500,511,2024-08-23,1,15,4,159,7347.39,9,1
501,520,2024-08-23,2,25,1,176,2305.6,7,1
502,472,2024-08-26,3,18,5,158,7383.34,32,1
503,490,2024-08-26,3,12,4,143,8381.23,21,0
504,500,2024-08-26,3,11,4,148,7907.64,18,0
505,517,2024-08-26,1,12,4,150,8791.5,10,1
506,518,2024-08-26,1,16,2,122,2719.38,10,1
507,519,2024-08-26,2,11,4,154,8228.22,10,1
508,527,2024-08-26,3,7,1,149,8431.91,7,1
509,516,2024-08-27,3,31,1,144,3088.8,12,0
510,525,2024-08-27,1,30,6,147,4401.18,8,1
511,531,2024-08-27,2,1,1,159,12295.47,7,1
512,512,2024-08-28,2,16,2,136,3031.44,14,0
513,529,2024-08-28,3,15,4,143,6608.03,9,1
514,522,2024-08-29,1,4,2,152,11883.36,10,1
515,532,2024-08-29,2,12,4,144,8439.84,9,1
516,534,2024-08-29,1,29,6,151,2192.52,8,1
517,480,2024-08-30,3,21,5,155,3313.9,30,1
518,539,2024-08-30,1,25,1,160,2096.0,7,1
519,541,2024-08-30,3,1,1,141,10903.53,7,1
520,483,2024-09-02,2,23,5,149,11924.47,32,1
521,485,2024-09-02,1,17,5,161,11910.78,31,1
522,486,2024-09-02,1,24,5,134,10871.42,31,1
523,510,2024-09-02,1,6,3,150,1656.0,19,0
524,540,2024-09-02,2,14,4,160,9601.6,10,1
525,546,2024-09-02,2,31,1,147,3153.15,7,1
526,544,2024-09-03,1,32,6,126,1330.56,8,1
527,549,2024-09-03,1,31,1,171,3667.95,7,1
528,523,2024-09-04,1,8,3,136,6330.8,16,1
529,526,2024-09-04,2,5,3,150,843.0,16,1
530,535,2024-09-04,3,22,2,149,2793.75,14,0
531,536,2024-09-04,1,11,4,157,8388.51,13,0
532,551,2024-09-04,2,29,6,144,2090.88,8,1
533,553,2024-09-04,3,30,6,144,4311.36,8,1
534,554,2024-09-06,1,14,4,152,9121.52,9,1
535,557,2024-09-06,2,26,6,156,8678.28,8,1
536,495,2024-09-09,1,18,5,157,7336.61,32,1
537,496,2024-09-09,1,20,5,152,8892.0,32,1
538,498,2024-09-09,2,17,5,156,11540.88,32,1
539,501,2024-09-09,3,24,5,130,10546.9,32,1
540,533,2024-09-09,3,19,1,152,2073.28,20,0
541,538,2024-09-09,1,3,3,160,5422.4,17,1
542,556,2024-09-09,2,13,1,146,10687.2,11,0
543,558,2024-09-09,2,28,2,148,1496.28,11,1
544,528,2024-09-10,3,10,2,148,9402.44,22,0
545,542,2024-09-11,3,3,3,141,4778.49,19,0
546,548,2024-09-11,1,28,2,163,1647.93,15,0
547,566,2024-09-11,3,7,1,150,8488.5,7,1
548,567,2024-09-11,3,25,1,142,1860.2,7,1
549,506,2024-09-12,2,24,5,126,10222.38,30,1
550,552,2024-09-12,3,6,3,144,1589.76,16,1
551,560,2024-09-12,1,26,6,144,8010.72,10,0
552,568,2024-09-12,3,26,6,150,8344.5,8,1
553,513,2024-09-13,2,20,5,167,9769.5,30,1
554,562,2024-09-13,1,22,2,141,2643.75,10,1
555,571,2024-09-13,2,32,6,136,1436.16,8,1
556,574,2024-09-13,3,29,6,153,2221.56,8,1
557,576,2024-09-13,1,13,1,148,10833.6,7,1
558,564,2024-09-16,2,10,2,150,9529.5,12,1
559,569,2024-09-16,1,16,2,136,3031.44,11,1
560,561,2024-09-17,2,22,2,146,2737.5,15,0
561,524,2024-09-18,1,23,5,148,11844.44,30,1
562,555,2024-09-18,2,8,3,134,6237.7,20,0
563,572,2024-09-18,3,16,2,134,2986.86,13,0
564,573,2024-09-18,3,28,2,168,1698.48,13,0
565,579,2024-09-18,3,31,1,141,3024.45,9,0
566,578,2024-09-19,3,4,2,169,13212.42,10,1
567,530,2024-09-20,3,23,5,147,11764.41,32,0
568,565,2024-09-20,3,2,3,164,9643.2,16,1
569,521,2024-09-23,3,17,5,145,10727.1,38,0
570,537,2024-09-23,1,2,3,141,8290.8,31,0
571,543,2024-09-23,3,18,5,156,7289.88,31,1
572,575,2024-09-23,1,9,4,149,1522.78,17,0
573,581,2024-09-23,3,11,4,148,7907.64,13,0
574,584,2024-09-23,2,16,2,132,2942.28,12,1
575,586,2024-09-25,1,10,2,146,9275.38,13,0
576,596,2024-09-25,2,30,6,151,4520.94,8,1
577,598,2024-09-25,1,1,1,143,11058.19,7,1
578,600,2024-09-25,2,7,1,141,7979.19,7,1
579,601,2024-09-25,2,25,1,142,1860.2,7,1
580,550,2024-09-26,2,21,5,147,3142.86,30,1
581,585,2024-09-27,3,8,3,130,6051.5,16,1
582,602,2024-09-27,3,9,4,161,1645.42,9,1
583,606,2024-09-27,3,13,1,162,11858.4,7,1
584,547,2024-09-30,3,24,5,146,11844.98,35,0
585,577,2024-09-30,1,19,1,149,2032.36,21,0
586,591,2024-09-30,2,3,3,141,4778.49,17,1
587,595,2024-10-01,2,11,4,147,7854.21,14,0
588,582,2024-10-02,1,5,3,159,893.58,21,0
589,593,2024-10-02,2,6,3,144,1589.76,16,1
590,607,2024-10-02,3,14,4,147,8821.47,12,0
591,610,2024-10-02,1,27,6,156,12278.76,8,1
592,611,2024-10-02,3,32,6,138,1457.28,8,1
593,608,2024-10-03,2,4,2,161,12586.98,10,1
594,613,2024-10-03,1,31,1,168,3603.6,7,1
595,563,2024-10-04,1,21,5,149,3185.62,30,1
596,545,2024-10-07,2,18,5,149,6962.77,42,0
597,559,2024-10-07,1,24,5,144,11682.72,38,0
598,570,2024-10-07,1,18,5,148,6916.04,32,1
599,599,2024-10-07,2,5,3,157,882.34,19,0
600,603,2024-10-07,1,4,2,145,11336.1,18,0
601,604,2024-10-07,1,12,4,148,8674.28,17,0
602,605,2024-10-07,3,5,3,157,882.34,17,1
603,612,2024-10-07,1,28,2,148,1496.28,12,1
604,614,2024-10-07,3,12,4,143,8381.23,11,1
605,616,2024-10-07,2,15,4,157,7254.97,10,1
606,618,2024-10-07,1,25,1,142,1860.2,7,1
607,620,2024-10-09,2,19,1,145,1977.8,9,0
608,630,2024-10-09,2,13,1,163,11931.6,7,1
609,580,2024-10-10,2,20,5,149,8716.5,30,1
610,619,2024-10-10,1,30,6,142,4251.48,10,0
611,622,2024-10-10,2,32,6,144,1520.64,10,0
612,633,2024-10-10,3,29,6,155,2250.6,8,1
613,637,2024-10-10,3,25,1,150,1965.0,7,1
614,626,2024-10-11,2,16,2,122,2719.38,10,1
615,587,2024-10-14,1,23,5,150,12004.5,32,1
616,589,2024-10-14,2,24,5,134,10871.42,32,1
617,592,2024-10-14,1,6,3,150,1656.0,28,0
618,628,2024-10-14,3,10,2,144,9148.32,13,0
619,636,2024-10-14,3,15,4,168,7763.28,11,1
620,639,2024-10-14,2,1,1,141,10903.53,10,0
621,640,2024-10-14,2,14,4,148,8881.48,10,1
622,642,2024-10-14,3,22,2,150,2812.5,10,1
623,648,2024-10-14,3,19,1,143,1950.52,7,1
624,624,2024-10-15,1,15,4,151,6977.71,14,0
625,588,2024-10-16,2,23,5,143,11444.29,34,0
626,594,2024-10-16,3,21,5,141,3014.58,30,1
627,615,2024-10-16,1,7,1,150,8488.5,19,0
628,635,2024-10-16,2,22,2,142,2662.5,13,0
629,645,2024-10-16,2,9,4,157,1604.54,9,1
630,646,2024-10-16,2,12,4,158,9260.38,9,1
631,647,2024-10-16,3,7,1,154,8714.86,9,0
632,650,2024-10-16,2,26,6,146,8121.98,8,1
633,597,2024-10-17,3,23,5,142,11364.26,30,1
634,623,2024-10-17,1,8,3,136,6330.8,16,1
635,625,2024-10-17,2,2,3,156,9172.8,16,1
636,643,2024-10-17,1,16,2,136,3031.44,10,1
637,656,2024-10-17,3,26,6,144,8010.72,8,1
638,652,2024-10-18,1,14,4,150,9001.5,9,1
639,634,2024-10-21,2,8,3,128,5958.4,18,1
640,638,2024-10-21,1,2,3,169,9937.2,17,1
641,649,2024-10-21,1,32,6,130,1372.8,13,0
642,654,2024-10-21,2,10,2,152,9656.56,12,1
643,662,2024-10-21,1,29,6,142,2061.84,10,1
644,663,2024-10-21,2,28,2,146,1476.06,10,1
645,667,2024-10-21,2,25,1,143,1873.3,7,1
646,631,2024-10-22,2,29,6,146,2119.92,20,0
647,655,2024-10-22,2,27,6,144,11334.24,13,0
648,671,2024-10-22,3,1,1,150,11599.5,7,1
649,583,2024-10-23,1,20,5,143,8365.5,42,0
650,664,2024-10-23,3,16,2,132,2942.28,12,0
651,651,2024-10-24,3,2,3,141,8290.8,16,1
652,670,2024-10-24,3,27,6,148,11649.08,10,0
653,673,2024-10-24,1,13,1,141,10321.2,7,1
654,674,2024-10-24,1,19,1,146,1991.44,7,1
655,609,2024-10-25,2,17,5,152,11244.96,32,0
656,675,2024-10-25,1,26,6,142,7899.46,8,1
657,680,2024-10-25,3,30,6,155,4640.7,8,1
658,590,2024-10-28,3,20,5,149,8716.5,46,0
659,641,2024-10-28,3,6,3,150,1656.0,24,0
660,660,2024-10-28,3,8,3,134,6237.7,18,1
661,676,2024-10-28,2,4,2,153,11961.54,11,1
662,683,2024-10-28,3,10,2,147,9338.91,10,1
663,668,2024-10-29,3,4,2,145,11336.1,15,0
664,688,2024-10-29,3,32,6,124,1309.44,8,1
665,621,2024-10-30,2,21,5,149,3185.62,30,1
666,657,2024-10-30,1,5,3,150,843.0,20,0
667,659,2024-10-30,3,3,3,155,5252.95,20,0
668,665,2024-10-30,1,3,3,148,5015.72,16,1
669,666,2024-10-30,2,5,3,154,865.48,16,1
670,669,2024-10-30,3,5,3,142,798.04,16,1
671,684,2024-10-30,3,11,4,145,7747.35,12,0
672,689,2024-10-30,2,30,6,141,4221.54,8,1
673,627,2024-10-31,2,23,5,144,11524.32,30,1
674,632,2024-11-01,3,24,5,136,11033.68,30,1
675,692,2024-11-01,2,31,1,160,3432.0,9,0
676,681,2024-11-04,1,6,3,167,1843.68,17,1
677,682,2024-11-04,1,27,6,158,12436.18,17,0
678,690,2024-11-04,1,28,2,159,1607.49,12,1
679,694,2024-11-04,3,14,4,147,8821.47,11,1
680,696,2024-11-04,1,10,2,148,9402.44,10,1
681,698,2024-11-04,1,16,2,146,3254.34,10,1
682,701,2024-11-04,3,12,4,147,8615.67,10,1
683,702,2024-11-04,1,7,1,149,8431.91,7,1
684,707,2024-11-05,2,32,6,130,1372.8,8,1
685,697,2024-11-06,1,12,4,197,11546.17,12,0
686,704,2024-11-06,2,12,4,151,8850.11,9,1
687,705,2024-11-06,2,15,4,156,7208.76,9,1
688,715,2024-11-06,3,13,1,154,11272.8,7,1
689,708,2024-11-07,1,1,1,157,12140.81,9,0
690,716,2024-11-07,3,29,6,145,2105.4,8,1
691,653,2024-11-08,1,24,5,150,12169.5,30,1
692,691,2024-11-08,2,3,3,157,5320.73,16,1
693,714,2024-11-08,2,7,1,142,8035.78,9,0
694,617,2024-11-11,3,17,5,155,11466.9,45,0
695,644,2024-11-11,1,20,5,143,8365.5,35,0
696,672,2024-11-11,1,11,4,151,8067.93,25,0
697,700,2024-11-11,2,6,3,144,1589.76,17,1
698,710,2024-11-11,1,31,1,146,3131.7,13,0
699,720,2024-11-11,1,22,2,144,2700.0,10,1
700,721,2024-11-11,2,22,2,149,2793.75,10,1
701,629,2024-11-12,3,18,5,149,6962.77,42,0
702,717,2024-11-13,1,29,6,150,2178.0,13,0
703,724,2024-11-13,3,22,2,159,2981.25,12,0
704,733,2024-11-13,1,25,1,146,1912.6,7,1
705,732,2024-11-14,3,9,4,182,1860.04,9,1
706,737,2024-11-14,2,19,1,141,1923.24,7,1
707,730,2024-11-15,2,10,2,151,9593.03,10,1
708,731,2024-11-15,2,16,2,122,2719.38,10,1
709,741,2024-11-15,3,25,1,144,1886.4,7,1
710,677,2024-11-18,2,17,5,150,11097.0,32,1
711,678,2024-11-18,2,18,5,144,6729.12,32,1
712,679,2024-11-18,2,24,5,124,10060.12,32,1
713,686,2024-11-18,3,20,5,144,8424.0,31,1
714,719,2024-11-18,1,8,3,146,6796.3,17,1
715,722,2024-11-18,3,3,3,147,4981.83,17,1
716,725,2024-11-18,1,9,4,145,1481.9,13,0
717,727,2024-11-18,1,32,6,126,1330.56,13,0
718,736,2024-11-18,2,11,4,141,7533.63,11,1
719,739,2024-11-18,3,4,2,154,12039.72,11,1
720,687,2024-11-20,3,23,5,152,12164.56,30,1
721,723,2024-11-20,3,6,3,160,1766.4,19,0
722,735,2024-11-20,3,16,2,130,2897.7,14,0
723,743,2024-11-20,2,9,4,161,1645.42,9,1
724,748,2024-11-20,3,19,1,151,2059.64,9,0
725,753,2024-11-20,3,32,6,126,1330.56,8,1
726,728,2024-11-21,2,5,3,152,854.24,16,1
727,729,2024-11-21,2,8,3,136,6330.8,16,1
728,745,2024-11-21,2,26,6,146,8121.98,10,0
729,751,2024-11-21,3,1,1,149,11522.17,9,0
730,757,2024-11-21,3,30,6,175,5239.5,8,1
731,761,2024-11-21,2,13,1,148,10833.6,7,1
732,749,2024-11-22,1,16,2,122,2719.38,10,1
733,755,2024-11-22,1,19,1,154,2100.56,9,0
734,760,2024-11-22,1,26,6,144,8010.72,8,1
735,765,2024-11-22,2,7,1,148,8375.32,7,1
736,658,2024-11-25,2,20,5,160,9360.0,46,0
737,661,2024-11-25,1,17,5,155,11466.9,45,0
738,685,2024-11-25,3,17,5,148,10949.04,38,0
739,695,2024-11-25,3,21,5,141,3014.58,32,1
740,750,2024-11-25,1,30,6,146,4371.24,13,0
741,754,2024-11-25,1,13,1,145,10614.0,12,0
742,759,2024-11-25,1,15,4,153,7070.13,11,1
743,763,2024-11-25,1,14,4,189,11341.89,10,1
744,738,2024-11-26,2,25,1,176,2305.6,19,0
745,773,2024-11-26,1,27,6,162,12751.02,8,1
746,775,2024-11-26,2,32,6,132,1393.92,8,1
747,777,2024-11-26,3,29,6,154,2236.08,8,1
748,703,2024-11-27,1,21,5,149,3185.62,30,1
749,713,2024-11-27,1,5,3,143,803.66,28,0
750,746,2024-11-27,3,2,3,143,8408.4,16,1
751,762,2024-11-27,2,29,6,143,2076.36,13,0
752,771,2024-11-27,1,11,4,141,7533.63,9,1
753,709,2024-11-28,1,18,5,147,6869.31,30,1
754,774,2024-11-28,2,28,2,158,1597.38,10,1
755,776,2024-11-28,3,10,2,155,9847.15,10,1
756,780,2024-11-28,3,9,4,152,1553.44,9,1
757,789,2024-11-28,3,13,1,148,10833.6,7,1
758,706,2024-11-29,2,23,5,141,11284.23,32,0
759,747,2024-11-29,3,8,3,130,6051.5,18,0
760,782,2024-11-29,2,14,4,172,10321.72,9,1
761,693,2024-12-02,1,23,5,146,11684.38,39,0
762,699,2024-12-02,1,24,5,142,11520.46,38,0
763,711,2024-12-02,2,21,5,156,3335.28,34,0
764,712,2024-12-02,3,18,5,141,6588.93,34,0
765,740,2024-12-02,3,28,2,142,1435.62,25,0
766,758,2024-12-02,1,3,3,146,4947.94,18,1
767,772,2024-12-02,1,12,4,144,8439.84,14,0
768,786,2024-12-02,1,28,2,147,1486.17,11,1
769,752,2024-12-03,3,15,4,151,6977.71,21,0
770,756,2024-12-04,2,6,3,163,1799.52,21,0
771,768,2024-12-04,3,31,1,158,3389.1,19,0
772,769,2024-12-04,1,2,3,145,8526.0,16,1
773,770,2024-12-04,1,6,3,141,1556.64,16,1
774,781,2024-12-04,1,4,2,149,11648.82,14,0
775,726,2024-12-05,1,20,5,146,8541.0,30,1
776,778,2024-12-05,2,3,3,143,4846.27,16,1
777,734,2024-12-06,2,17,5,158,11688.84,30,1
778,803,2024-12-06,1,7,1,165,9337.35,7,1
779,742,2024-12-09,2,2,3,143,8408.4,28,0
780,767,2024-12-09,3,27,6,156,12278.76,24,0
781,788,2024-12-09,3,5,3,141,792.42,18,1
782,794,2024-12-09,1,29,6,150,2178.0,13,0
783,797,2024-12-09,2,10,2,144,9148.32,12,1
784,798,2024-12-09,3,16,2,126,2808.54,12,1
785,799,2024-12-09,1,10,2,177,11244.81,11,1
786,802,2024-12-09,2,4,2,144,11257.92,11,1
787,795,2024-12-10,2,15,4,142,6561.82,14,0
788,808,2024-12-11,2,12,4,149,8732.89,9,1
789,809,2024-12-11,3,11,4,150,8014.5,9,1
790,810,2024-12-11,3,12,4,144,8439.84,9,1
791,812,2024-12-11,1,32,6,134,1415.04,8,1
792,815,2024-12-11,1,1,1,164,12682.12,7,1
793,816,2024-12-11,2,1,1,169,13068.77,7,1
794,796,2024-12-13,1,8,3,128,5958.4,16,1
795,811,2024-12-13,1,22,2,146,2737.5,10,1
796,813,2024-12-13,2,27,6,148,11649.08,10,0
797,826,2024-12-13,3,7,1,144,8148.96,7,1
798,718,2024-12-16,3,24,5,130,10546.9,46,0
799,744,2024-12-16,2,20,5,147,8599.5,35,0
800,766,2024-12-16,2,24,5,132,10709.16,31,1
801,817,2024-12-16,3,22,2,142,2662.5,12,1
802,818,2024-12-16,1,16,2,122,2719.38,11,1
803,820,2024-12-16,3,28,2,141,1425.51,11,1
804,822,2024-12-16,1,15,4,157,7254.97,10,1
805,823,2024-12-16,2,16,2,126,2808.54,10,1
806,825,2024-12-16,2,29,6,148,2148.96,10,1
807,827,2024-12-16,3,10,2,142,9021.26,10,1
808,828,2024-12-16,3,26,6,151,8400.13,10,1
809,830,2024-12-17,1,26,6,143,7955.09,8,1
810,833,2024-12-17,2,19,1,153,2086.92,7,1
811,807,2024-12-18,2,5,3,143,803.66,16,1
812,779,2024-12-19,2,18,5,165,7710.45,30,1
813,838,2024-12-19,3,19,1,151,2059.64,7,1
814,785,2024-12-20,3,24,5,124,10060.12,30,1
815,837,2024-12-20,1,27,6,142,11176.82,8,1
816,840,2024-12-20,1,13,1,182,13322.4,7,1
817,841,2024-12-20,1,25,1,145,1899.5,7,1
818,764,2024-12-23,1,24,5,142,11520.46,38,0
819,783,2024-12-23,2,23,5,143,11444.29,33,0
820,784,2024-12-23,3,21,5,155,3313.9,33,0
821,787,2024-12-23,2,21,5,170,3634.6,32,1
822,791,2024-12-23,3,17,5,152,11244.96,31,1
823,792,2024-12-23,3,23,5,152,12164.56,31,1
824,804,2024-12-23,2,30,6,146,4371.24,24,0
825,835,2024-12-23,2,22,2,144,2700.0,12,1
826,843,2024-12-23,2,9,4,149,1522.78,10,1
827,845,2024-12-23,3,32,6,126,1330.56,10,1
828,849,2024-12-23,3,25,1,142,1860.2,7,1
829,814,2024-12-24,3,6,3,154,1700.16,21,0
830,850,2024-12-24,3,1,1,155,11986.15,7,1
831,821,2024-12-25,1,5,3,156,876.72,19,0
832,832,2024-12-25,3,8,3,134,6237.7,16,1
833,852,2024-12-25,1,19,1,144,1964.16,7,1
834,834,2024-12-26,3,3,3,148,5015.72,16,1
835,857,2024-12-26,1,31,1,144,3088.8,7,1
836,856,2024-12-27,3,14,4,145,8701.45,9,1
837,859,2024-12-27,3,29,6,153,2221.56,8,1
838,861,2024-12-27,3,13,1,151,11053.2,7,1
839,790,2024-12-30,3,20,5,153,8950.5,39,0
840,793,2024-12-30,1,21,5,143,3057.34,34,0
841,800,2024-12-30,1,17,5,157,11614.86,32,1
842,801,2024-12-30,1,23,5,149,11924.47,32,1
843,839,2024-12-30,1,2,3,146,8584.8,17,1
844,842,2024-12-30,2,2,3,141,8290.8,17,1
845,844,2024-12-30,2,11,4,154,8228.22,17,0
846,853,2024-12-30,1,30,6,148,4431.12,12,0
847,863,2024-12-30,1,7,1,143,8092.37,7,1
848,864,2024-12-31,1,32,6,124,1309.44,8,1
849,805,2025-01-01,3,18,5,147,6869.31,33,0
850,847,2025-01-01,2,8,3,138,6423.9,16,1
851,866,2025-01-01,2,32,6,142,1499.52,8,1
852,870,2025-01-01,2,7,1,151,8545.09,7,1
853,871,2025-01-01,2,31,1,145,3110.25,7,1
854,862,2025-01-02,1,4,2,158,12352.44,10,1
855,806,2025-01-03,1,18,5,141,6588.93,32,0
856,846,2025-01-03,2,6,3,151,1667.04,18,0
857,867,2025-01-03,1,9,4,167,1706.74,9,1
858,874,2025-01-03,2,26,6,146,8121.98,8,1
859,878,2025-01-03,3,27,6,157,12357.47,8,1
860,819,2025-01-06,2,17,5,152,11244.96,32,1
861,824,2025-01-06,2,24,5,134,10871.42,31,1
862,868,2025-01-06,1,12,4,154,9025.94,12,0
863,872,2025-01-06,1,22,2,155,2906.25,11,1
864,876,2025-01-06,3,4,2,147,11492.46,11,1
865,880,2025-01-07,1,29,6,148,2148.96,8,1
866,884,2025-01-07,2,13,1,144,10540.8,7,1
867,829,2025-01-08,1,20,5,147,8599.5,30,1
868,831,2025-01-08,2,20,5,154,9009.0,30,1
869,854,2025-01-08,2,3,3,152,5151.28,21,0
870,858,2025-01-08,3,5,3,143,803.66,20,0
871,875,2025-01-08,2,28,2,152,1536.72,13,0
872,888,2025-01-08,3,30,6,152,4550.88,8,1
873,883,2025-01-09,2,12,4,141,8264.01,9,1
874,885,2025-01-09,2,14,4,152,9121.52,9,1
875,887,2025-01-10,3,16,2,138,3076.02,10,1
876,836,2025-01-13,1,3,3,149,5049.61,32,0
877,891,2025-01-13,1,14,4,149,8941.49,11,1
878,894,2025-01-13,2,25,1,155,2030.5,10,0
879,895,2025-01-15,3,9,4,147,1502.34,12,0
880,851,2025-01-16,3,20,5,147,8599.5,30,1
881,886,2025-01-16,3,2,3,143,8408.4,16,1
882,889,2025-01-17,1,6,3,144,1589.76,16,1
883,899,2025-01-17,1,11,4,152,8121.36,9,1
884,903,2025-01-17,1,1,1,149,11522.17,7,1
885,855,2025-01-20,2,23,5,158,12644.74,33,0
886,860,2025-01-20,2,21,5,150,3207.0,31,1
887,879,2025-01-20,2,15,4,153,7070.13,24,0
888,890,2025-01-20,2,4,2,150,11727.0,19,0
889,892,2025-01-20,3,6,3,142,1567.68,18,1
890,900,2025-01-20,1,26,6,142,7899.46,11,0
891,901,2025-01-20,2,16,2,124,2763.96,11,1
892,906,2025-01-20,3,15,4,160,7393.6,10,1
893,916,2025-01-21,3,19,1,156,2127.84,7,1
894,918,2025-01-21,3,31,1,147,3153.15,7,1
895,865,2025-01-22,2,18,5,156,7289.88,30,1
896,911,2025-01-23,1,15,4,141,6515.61,9,1
897,915,2025-01-23,3,14,4,179,10741.79,9,1
898,920,2025-01-23,2,29,6,164,2381.28,8,1
899,869,2025-01-24,1,17,5,141,10431.18,30,1
900,913,2025-01-24,2,10,2,144,9148.32,10,1
901,914,2025-01-24,3,10,2,151,9593.03,10,1
902,917,2025-01-24,3,22,2,152,2850.0,10,1
903,848,2025-01-27,3,17,5,168,12428.64,42,0
904,873,2025-01-27,1,23,5,142,11364.26,32,1
905,877,2025-01-27,3,24,5,128,10384.64,32,1
906,898,2025-01-27,1,8,3,138,6423.9,19,0
907,910,2025-01-27,3,11,4,141,7533.63,14,0
908,921,2025-01-27,3,12,4,154,9025.94,11,1
909,923,2025-01-27,1,9,4,161,1645.42,10,1
910,925,2025-01-27,1,28,2,156,1577.16,10,1
911,907,2025-01-28,1,10,2,151,9593.03,15,0
912,909,2025-01-28,2,22,2,141,2643.75,15,0
913,929,2025-01-28,3,32,6,134,1415.04,8,1
914,930,2025-01-28,1,25,1,152,1991.2,7,1
915,881,2025-01-29,3,21,5,149,3185.62,30,1
916,904,2025-01-29,1,5,3,143,803.66,19,0
917,905,2025-01-29,1,13,1,141,10321.2,19,0
918,931,2025-01-29,1,27,6,143,11255.53,8,1
919,912,2025-01-30,2,3,3,172,5829.08,16,1
920,932,2025-01-30,2,13,1,155,11346.0,9,0
921,934,2025-01-30,1,32,6,122,1288.32,8,1
922,938,2025-01-31,3,27,6,144,11334.24,8,1
923,939,2025-01-31,2,25,1,142,1860.2,7,1
924,941,2025-01-31,3,13,1,149,10906.8,7,1
925,893,2025-02-03,2,24,5,132,10709.16,31,1
926,896,2025-02-03,3,18,5,142,6635.66,31,1
927,924,2025-02-03,1,16,2,136,3031.44,17,0
928,940,2025-02-03,2,28,2,177,1789.47,10,1
929,942,2025-02-03,1,31,1,151,3238.95,7,1
930,947,2025-02-04,3,7,1,152,8601.68,7,1
931,948,2025-02-04,3,25,1,163,2135.3,7,1
932,897,2025-02-05,1,21,5,144,3078.72,30,1
933,950,2025-02-05,2,19,1,147,2005.08,7,1
934,951,2025-02-05,2,31,1,164,3517.8,7,1
935,946,2025-02-06,2,9,4,159,1624.98,9,1
936,943,2025-02-07,2,12,4,157,9201.77,11,0
937,927,2025-02-10,3,26,6,146,8121.98,24,0
938,928,2025-02-10,2,5,3,143,803.66,21,0
939,935,2025-02-10,2,6,3,149,1644.96,18,1
940,953,2025-02-10,1,14,4,144,8641.44,11,1
941,956,2025-02-10,1,29,6,156,2265.12,10,1
942,958,2025-02-10,2,15,4,163,7532.23,10,1
943,959,2025-02-10,2,26,6,144,8010.72,10,1
944,882,2025-02-11,1,24,5,126,10222.38,42,0
945,964,2025-02-11,2,30,6,153,4580.82,8,1
946,908,2025-02-12,1,20,5,158,9243.0,30,1
947,937,2025-02-12,3,3,3,150,5083.5,20,0
948,944,2025-02-12,3,8,3,134,6237.7,16,1
949,960,2025-02-12,3,16,2,160,3566.4,12,0
950,969,2025-02-12,2,27,6,152,11963.92,8,1
951,971,2025-02-12,1,1,1,167,12914.11,7,1
952,963,2025-02-13,2,10,2,142,9021.26,10,1
953,970,2025-02-13,3,9,4,141,1441.02,9,1
954,973,2025-02-13,1,26,6,155,8622.65,8,1
955,975,2025-02-13,1,7,1,160,9054.4,7,1
956,977,2025-02-13,1,13,1,142,10394.4,7,1
957,919,2025-02-14,2,20,5,142,8307.0,30,1
958,949,2025-02-14,1,6,3,172,1898.88,16,1
959,972,2025-02-14,1,19,1,144,1964.16,9,0
960,902,2025-02-17,3,23,5,149,11924.47,39,0
961,922,2025-02-17,3,17,5,145,10727.1,32,1
962,926,2025-02-17,2,23,5,160,12804.8,31,1
963,952,2025-02-17,1,3,3,156,5286.84,18,1
964,957,2025-02-17,2,11,4,159,8495.37,17,0
965,961,2025-02-17,3,28,2,141,1425.51,17,0
966,962,2025-02-17,1,22,2,146,2737.5,14,0
967,974,2025-02-17,2,32,6,140,1478.4,12,0
968,979,2025-02-17,3,1,1,148,11444.84,11,0
969,965,2025-02-18,3,4,2,157,12274.26,15,0
970,954,2025-02-19,2,2,3,152,8937.6,20,0
971,976,2025-02-19,1,12,4,152,8908.72,13,0
972,983,2025-02-19,3,11,4,151,8067.93,12,0
973,966,2025-02-20,2,8,3,128,5958.4,16,1
974,987,2025-02-20,1,9,4,143,1461.46,9,1
975,933,2025-02-21,1,18,5,142,6635.66,30,1
976,936,2025-02-24,2,17,5,159,11762.82,32,1
977,980,2025-02-24,1,8,3,138,6423.9,17,1
978,990,2025-02-24,2,16,2,140,3120.6,12,1
979,995,2025-02-24,3,10,2,175,11117.75,10,1
980,996,2025-02-24,3,15,4,152,7023.92,10,1
981,997,2025-02-24,3,22,2,141,2643.75,10,1
982,998,2025-02-24,3,30,6,154,4610.76,10,1
983,999,2025-02-24,2,13,1,152,11126.4,7,1
984,1001,2025-02-25,3,32,6,130,1372.8,8,1
985,985,2025-02-26,3,2,3,173,10172.4,16,1
986,1002,2025-02-26,1,27,6,146,11491.66,8,1
987,1010,2025-02-27,2,19,1,150,2046.0,7,1
988,1012,2025-02-27,3,25,1,149,1951.9,7,1
989,1003,2025-02-28,2,4,2,142,11101.56,10,1
990,945,2025-03-03,3,20,5,153,8950.5,35,0
991,955,2025-03-03,3,24,5,128,10384.64,32,1
992,982,2025-03-03,3,5,3,143,803.66,24,0
993,991,2025-03-03,2,22,2,146,2737.5,19,0
994,992,2025-03-03,1,11,4,144,7693.92,18,0
