Date,WarehouseID,Stage,CapacityUnits,CompletedUnits,OpeningQueueUnits,ClosingQueueUnits,WaitUnitDays
2024-07-16,2,Pick,215,166,166,0,0
2024-07-16,3,Dispatch,242,139,139,0,139
2024-07-16,3,Pack,206,146,146,0,146
2024-07-16,3,Pick,235,134,134,0,0
2024-07-17,1,Dispatch,218,97,97,0,97
2024-07-17,1,Pack,208,200,200,0,200
2024-07-17,1,Pick,205,189,189,0,0
2024-07-17,2,Dispatch,209,145,145,0,145
2024-07-17,2,Pack,204,166,166,0,166
2024-07-17,2,Pick,221,166,166,0,0
2024-07-17,3,Dispatch,259,146,146,0,146
2024-07-17,3,Pack,224,134,134,0,134
2024-07-17,3,Pick,235,129,129,0,0
2024-07-18,1,Dispatch,240,200,200,0,200
2024-07-18,1,Pack,208,189,189,0,189
2024-07-18,1,Pick,251,146,146,0,0
2024-07-18,2,Dispatch,207,166,166,0,166
2024-07-18,2,Pack,216,166,166,0,166
2024-07-18,2,Pick,244,151,151,0,0
2024-07-18,3,Dispatch,226,134,134,0,134
2024-07-18,3,Pack,241,129,129,0,129
2024-07-18,3,Pick,220,209,209,0,0
2024-07-19,1,Dispatch,228,189,189,0,189
2024-07-19,1,Pack,208,146,146,0,146
2024-07-19,1,Pick,237,158,158,0,0
2024-07-19,2,Dispatch,219,166,166,0,166
2024-07-19,2,Pack,204,151,151,0,151
2024-07-19,2,Pick,255,156,166,10,0
2024-07-19,3,Dispatch,211,129,129,0,129
2024-07-19,3,Pack,195,195,209,14,195
2024-07-19,3,Pick,241,149,149,0,0
2024-07-22,1,Dispatch,208,146,146,0,438
2024-07-22,1,Pack,240,158,158,0,474
2024-07-22,1,Pick,215,162,162,0,0
2024-07-22,2,Dispatch,258,151,151,0,453
2024-07-22,2,Pack,225,156,156,0,468
2024-07-22,2,Pick,228,221,221,0,30
2024-07-22,3,Dispatch,230,195,195,0,585
2024-07-22,3,Pack,204,163,163,0,503
2024-07-22,3,Pick,217,164,164,0,0
2024-07-23,1,Dispatch,254,158,158,0,158
2024-07-23,1,Pack,225,162,162,0,162
2024-07-23,1,Pick,205,139,139,0,0
2024-07-23,2,Dispatch,258,156,156,0,156
2024-07-23,2,Pack,208,208,221,13,208
2024-07-23,2,Pick,268,151,151,0,0
2024-07-23,3,Dispatch,234,163,163,0,163
2024-07-23,3,Pack,187,164,164,0,164
2024-07-23,3,Pick,251,108,108,0,0
2024-07-24,1,Dispatch,212,162,162,0,162
2024-07-24,1,Pack,236,139,139,0,139
2024-07-24,1,Pick,209,166,166,0,0
2024-07-24,2,Dispatch,228,208,208,0,208
2024-07-24,2,Pack,198,164,164,0,177
2024-07-24,2,Pick,262,154,154,0,0
2024-07-24,3,Dispatch,226,164,164,0,164
2024-07-24,3,Pack,199,108,108,0,108
2024-07-24,3,Pick,256,139,139,0,0
2024-07-25,1,Dispatch,223,139,139,0,139
2024-07-25,1,Pack,219,166,166,0,166
2024-07-25,1,Pick,249,233,233,0,0
2024-07-25,2,Dispatch,243,164,164,0,164
2024-07-25,2,Pack,198,154,154,0,154
2024-07-25,2,Pick,243,166,177,11,0
2024-07-25,3,Dispatch,263,108,108,0,108
2024-07-25,3,Pack,194,139,139,0,139
2024-07-25,3,Pick,243,166,166,0,0
2024-07-26,1,Dispatch,218,166,166,0,166
2024-07-26,1,Pack,206,206,233,27,206
2024-07-26,1,Pick,258,168,168,0,0
2024-07-26,2,Dispatch,260,154,154,0,154
2024-07-26,2,Pack,233,166,166,0,166
2024-07-26,2,Pick,264,132,173,41,0
2024-07-26,3,Dispatch,230,139,139,0,139
2024-07-26,3,Pack,188,166,166,0,166
2024-07-26,3,Pick,216,137,149,12,0
2024-07-29,1,Dispatch,256,206,206,0,618
2024-07-29,1,Pack,208,195,195,0,612
2024-07-29,1,Pick,244,97,97,0,0
2024-07-29,2,Dispatch,212,166,166,0,498
2024-07-29,2,Pack,218,132,132,0,396
2024-07-29,2,Pick,255,203,230,27,42
2024-07-29,3,Dispatch,201,166,166,0,498
2024-07-29,3,Pack,228,137,137,0,411
2024-07-29,3,Pick,261,130,142,12,0
2024-07-30,1,Dispatch,208,195,195,0,195
2024-07-30,1,Pack,218,97,97,0,97
2024-07-30,1,Pick,220,194,194,0,0
2024-07-30,2,Dispatch,252,132,132,0,132
2024-07-30,2,Pack,216,203,203,0,203
2024-07-30,2,Pick,231,153,180,27,0
2024-07-30,3,Dispatch,255,137,137,0,137
2024-07-30,3,Pack,219,130,130,0,130
2024-07-30,3,Pick,217,155,167,12,0
2024-07-31,1,Dispatch,249,97,97,0,97
2024-07-31,1,Pack,236,194,194,0,194
2024-07-31,1,Pick,208,113,113,0,0
2024-07-31,2,Dispatch,263,203,203,0,203
2024-07-31,2,Pack,237,153,153,0,153
2024-07-31,2,Pick,249,198,225,27,0
2024-07-31,3,Dispatch,256,130,130,0,130
2024-07-31,3,Pack,224,155,155,0,155
2024-07-31,3,Pick,211,168,168,0,60
2024-08-01,1,Dispatch,226,194,194,0,194
2024-08-01,1,Pack,195,113,113,0,113
2024-08-01,1,Pick,225,186,186,0,0
2024-08-01,2,Dispatch,232,153,153,0,153
2024-08-01,2,Pack,221,198,198,0,198
2024-08-01,2,Pick,241,155,190,35,0
2024-08-01,3,Dispatch,254,155,155,0,155
2024-08-01,3,Pack,187,168,168,0,168
2024-08-01,3,Pick,222,192,192,0,0
2024-08-02,1,Dispatch,248,113,113,0,113
2024-08-02,1,Pack,203,186,186,0,186
2024-08-02,1,Pick,219,203,203,0,0
2024-08-02,2,Dispatch,206,198,198,0,198
2024-08-02,2,Pack,192,155,155,0,155
2024-08-02,2,Pick,229,169,217,48,0
2024-08-02,3,Dispatch,214,168,168,0,168
2024-08-02,3,Pack,212,192,192,0,192
2024-08-02,3,Pick,242,150,150,0,0
2024-08-05,1,Dispatch,237,186,186,0,558
2024-08-05,1,Pack,203,203,203,0,609
2024-08-05,1,Pick,221,158,158,0,0
2024-08-05,2,Dispatch,245,155,155,0,465
2024-08-05,2,Pack,186,169,169,0,507
2024-08-05,2,Pick,231,229,259,30,293
2024-08-05,3,Dispatch,228,192,192,0,576
2024-08-05,3,Pack,217,150,150,0,450
2024-08-05,3,Pick,267,209,209,0,0
2024-08-06,1,Dispatch,238,203,203,0,203
2024-08-06,1,Pack,204,158,158,0,158
2024-08-06,1,Pick,245,161,161,0,0
2024-08-06,2,Dispatch,253,169,169,0,169
2024-08-06,2,Pack,231,229,229,0,229
2024-08-06,2,Pick,268,95,134,39,0
2024-08-06,3,Dispatch,251,150,150,0,150
2024-08-06,3,Pack,227,209,209,0,209
2024-08-06,3,Pick,223,116,116,0,0
2024-08-07,1,Dispatch,212,158,158,0,158
2024-08-07,1,Pack,190,161,161,0,161
2024-08-07,1,Pick,260,186,186,0,0
2024-08-07,2,Dispatch,248,229,229,0,229
2024-08-07,2,Pack,221,95,95,0,95
2024-08-07,2,Pick,266,160,160,0,128
2024-08-07,3,Dispatch,230,209,209,0,209
2024-08-07,3,Pack,212,116,116,0,116
2024-08-07,3,Pick,247,130,130,0,0
2024-08-08,1,Dispatch,229,161,161,0,161
2024-08-08,1,Pack,226,186,186,0,186
2024-08-08,1,Pick,227,182,182,0,0
2024-08-08,2,Dispatch,241,95,95,0,95
2024-08-08,2,Pack,189,160,160,0,160
2024-08-08,2,Pick,225,163,163,0,0
2024-08-08,3,Dispatch,201,116,116,0,116
2024-08-08,3,Pack,212,130,130,0,130
2024-08-08,3,Pick,267,149,149,0,0
2024-08-09,1,Dispatch,215,186,186,0,186
2024-08-09,1,Pack,239,182,182,0,182
2024-08-09,1,Pick,218,218,227,9,0
2024-08-09,2,Dispatch,206,160,160,0,160
2024-08-09,2,Pack,203,163,163,0,163
2024-08-09,2,Pick,223,128,128,0,0
2024-08-09,3,Dispatch,232,130,130,0,130
2024-08-09,3,Pack,203,149,149,0,149
2024-08-09,3,Pick,219,95,95,0,0
2024-08-12,1,Dispatch,258,182,182,0,546
2024-08-12,1,Pack,216,216,218,2,648
2024-08-12,1,Pick,225,130,130,0,27
2024-08-12,2,Dispatch,256,163,163,0,489
2024-08-12,2,Pack,226,128,128,0,384
2024-08-12,2,Pick,220,161,161,0,0
2024-08-12,3,Dispatch,248,149,149,0,447
2024-08-12,3,Pack,216,95,95,0,285
2024-08-12,3,Pick,254,221,221,0,0
2024-08-13,1,Dispatch,247,216,216,0,216
2024-08-13,1,Pack,193,132,132,0,138
2024-08-13,1,Pick,210,178,178,0,0
2024-08-13,2,Dispatch,220,128,128,0,128
2024-08-13,2,Pack,197,161,161,0,161
2024-08-13,2,Pick,217,166,166,0,0
2024-08-13,3,Dispatch,214,95,95,0,95
2024-08-13,3,Pack,188,188,221,33,188
2024-08-13,3,Pick,262,177,177,0,0
2024-08-14,1,Dispatch,213,132,132,0,132
2024-08-14,1,Pack,211,178,178,0,178
2024-08-14,1,Pick,206,151,151,0,0
2024-08-14,2,Dispatch,225,161,161,0,161
2024-08-14,2,Pack,204,166,166,0,166
2024-08-14,2,Pick,263,195,195,0,0
2024-08-14,3,Dispatch,208,188,188,0,188
2024-08-14,3,Pack,192,192,210,18,225
2024-08-14,3,Pick,205,170,170,0,0
2024-08-15,1,Dispatch,223,178,178,0,178
2024-08-15,1,Pack,216,151,151,0,151
2024-08-15,1,Pick,233,123,123,0,0
2024-08-15,2,Dispatch,229,166,166,0,166
2024-08-15,2,Pack,223,195,195,0,195
2024-08-15,2,Pick,245,197,202,5,0
2024-08-15,3,Dispatch,232,192,192,0,192
2024-08-15,3,Pack,199,188,188,0,206
2024-08-15,3,Pick,235,187,187,0,0
2024-08-16,1,Dispatch,219,151,151,0,151
2024-08-16,1,Pack,201,123,123,0,123
2024-08-16,1,Pick,208,163,163,0,0
2024-08-16,2,Dispatch,221,195,195,0,195
2024-08-16,2,Pack,235,197,197,0,197
2024-08-16,2,Pick,211,202,202,0,5
2024-08-16,3,Dispatch,204,188,188,0,188
2024-08-16,3,Pack,205,187,187,0,187
2024-08-16,3,Pick,232,147,147,0,0
2024-08-19,1,Dispatch,218,123,123,0,369
2024-08-19,1,Pack,208,163,163,0,489
2024-08-19,1,Pick,210,188,188,0,0
2024-08-19,2,Dispatch,218,197,197,0,591
2024-08-19,2,Pack,205,202,202,0,606
2024-08-19,2,Pick,250,142,142,0,0
2024-08-19,3,Dispatch,220,187,187,0,561
2024-08-19,3,Pack,239,147,147,0,441
2024-08-19,3,Pick,219,195,195,0,0
2024-08-20,1,Dispatch,203,163,163,0,163
2024-08-20,1,Pack,217,188,188,0,188
2024-08-20,1,Pick,239,233,233,0,0
2024-08-20,2,Dispatch,245,202,202,0,202
2024-08-20,2,Pack,229,142,142,0,142
2024-08-20,2,Pick,208,198,198,0,0
2024-08-20,3,Dispatch,259,147,147,0,147
2024-08-20,3,Pack,198,195,195,0,195
2024-08-20,3,Pick,218,179,179,0,0
2024-08-21,1,Dispatch,251,188,188,0,188
2024-08-21,1,Pack,234,233,233,0,233
2024-08-21,1,Pick,223,195,195,0,0
2024-08-21,2,Dispatch,219,142,142,0,142
2024-08-21,2,Pack,192,192,198,6,192
2024-08-21,2,Pick,252,148,148,0,0
2024-08-21,3,Dispatch,212,195,195,0,195
2024-08-21,3,Pack,218,179,179,0,179
2024-08-21,3,Pick,227,143,143,0,0
2024-08-22,1,Dispatch,208,208,233,25,208
2024-08-22,1,Pack,238,195,195,0,195
2024-08-22,1,Pick,243,157,157,0,0
2024-08-22,2,Dispatch,202,192,192,0,192
2024-08-22,2,Pack,206,154,154,0,160
2024-08-22,2,Pick,210,161,161,0,0
2024-08-22,3,Dispatch,248,179,179,0,179
2024-08-22,3,Pack,222,143,143,0,143
2024-08-22,3,Pick,262,175,175,0,0
2024-08-23,1,Dispatch,215,215,220,5,240
2024-08-23,1,Pack,207,157,157,0,157
2024-08-23,1,Pick,261,168,168,0,0
2024-08-23,2,Dispatch,255,154,154,0,154
2024-08-23,2,Pack,239,161,161,0,161
2024-08-23,2,Pick,235,156,156,0,0
2024-08-23,3,Dispatch,218,143,143,0,143
2024-08-23,3,Pack,214,175,175,0,175
2024-08-23,3,Pick,252,166,166,0,0
2024-08-26,1,Dispatch,218,162,162,0,491
2024-08-26,1,Pack,183,168,168,0,504
2024-08-26,1,Pick,222,153,153,0,0
2024-08-26,2,Dispatch,253,161,161,0,483
2024-08-26,2,Pack,195,156,156,0,468
2024-08-26,2,Pick,208,160,160,0,0
2024-08-26,3,Dispatch,229,175,175,0,525
2024-08-26,3,Pack,211,166,166,0,498
2024-08-26,3,Pick,254,203,203,0,0
2024-08-27,1,Dispatch,221,168,168,0,168
2024-08-27,1,Pack,196,153,153,0,153
2024-08-27,1,Pick,262,168,168,0,0
2024-08-27,2,Dispatch,231,156,156,0,156
2024-08-27,2,Pack,220,160,160,0,160
2024-08-27,2,Pick,266,184,184,0,0
2024-08-27,3,Dispatch,233,166,166,0,166
2024-08-27,3,Pack,218,203,203,0,203
2024-08-27,3,Pick,266,202,202,0,0
2024-08-28,1,Dispatch,256,153,153,0,153
2024-08-28,1,Pack,205,168,168,0,168
2024-08-28,1,Pick,259,170,170,0,0
2024-08-28,2,Dispatch,238,160,160,0,160
2024-08-28,2,Pack,234,184,184,0,184
2024-08-28,2,Pick,245,147,147,0,0
2024-08-28,3,Dispatch,203,203,203,0,203
2024-08-28,3,Pack,230,202,202,0,202
2024-08-28,3,Pick,207,142,142,0,0
2024-08-29,1,Dispatch,202,168,168,0,168
2024-08-29,1,Pack,231,170,170,0,170
2024-08-29,1,Pick,235,107,107,0,0
2024-08-29,2,Dispatch,248,184,184,0,184
2024-08-29,2,Pack,233,147,147,0,147
2024-08-29,2,Pick,210,185,185,0,0
2024-08-29,3,Dispatch,224,202,202,0,202
2024-08-29,3,Pack,193,142,142,0,142
2024-08-29,3,Pick,246,146,146,0,0
2024-08-30,1,Dispatch,220,170,170,0,170
2024-08-30,1,Pack,223,107,107,0,107
2024-08-30,1,Pick,216,202,202,0,0
2024-08-30,2,Dispatch,226,147,147,0,147
2024-08-30,2,Pack,234,185,185,0,185
2024-08-30,2,Pick,252,156,156,0,0
2024-08-30,3,Dispatch,205,142,142,0,142
2024-08-30,3,Pack,229,146,146,0,146
2024-08-30,3,Pick,261,182,182,0,0
2024-09-02,1,Dispatch,241,107,107,0,321
2024-09-02,1,Pack,236,202,202,0,606
2024-09-02,1,Pick,205,146,146,0,0
2024-09-02,2,Dispatch,241,185,185,0,555
2024-09-02,2,Pack,192,156,156,0,468
2024-09-02,2,Pick,221,129,129,0,0
2024-09-02,3,Dispatch,232,146,146,0,438
2024-09-02,3,Pack,239,182,182,0,546
2024-09-02,3,Pick,241,154,154,0,0
2024-09-03,1,Dispatch,241,202,202,0,202
2024-09-03,1,Pack,235,146,146,0,146
2024-09-03,1,Pick,253,162,162,0,0
2024-09-03,2,Dispatch,244,156,156,0,156
2024-09-03,2,Pack,197,129,129,0,129
2024-09-03,2,Pick,242,153,153,0,0
2024-09-03,3,Dispatch,219,182,182,0,182
2024-09-03,3,Pack,195,154,154,0,154
2024-09-03,3,Pick,264,141,141,0,0
2024-09-04,1,Dispatch,221,146,146,0,146
2024-09-04,1,Pack,211,162,162,0,162
2024-09-04,1,Pick,246,182,182,0,0
2024-09-04,2,Dispatch,254,129,129,0,129
2024-09-04,2,Pack,202,153,153,0,153
2024-09-04,2,Pick,210,150,150,0,0
2024-09-04,3,Dispatch,234,154,154,0,154
2024-09-04,3,Pack,188,141,141,0,141
2024-09-04,3,Pick,232,207,207,0,0
2024-09-05,1,Dispatch,223,162,162,0,162
2024-09-05,1,Pack,236,182,182,0,182
2024-09-05,1,Pick,213,152,152,0,0
2024-09-05,2,Dispatch,211,153,153,0,153
2024-09-05,2,Pack,209,150,150,0,150
2024-09-05,2,Pick,244,144,144,0,0
2024-09-05,3,Dispatch,240,141,141,0,141
2024-09-05,3,Pack,208,207,207,0,207
2024-09-05,3,Pick,222,197,197,0,0
2024-09-06,1,Dispatch,261,182,182,0,182
2024-09-06,1,Pack,194,152,152,0,152
2024-09-06,1,Pick,261,217,217,0,0
2024-09-06,2,Dispatch,247,150,150,0,150
2024-09-06,2,Pack,187,144,144,0,144
2024-09-06,2,Pick,219,183,183,0,0
2024-09-06,3,Dispatch,260,207,207,0,207
2024-09-06,3,Pack,216,197,197,0,197
2024-09-06,3,Pick,240,144,144,0,0
2024-09-09,1,Dispatch,204,152,152,0,456
2024-09-09,1,Pack,234,217,217,0,651
2024-09-09,1,Pick,253,129,130,1,0
2024-09-09,2,Dispatch,226,144,144,0,432
2024-09-09,2,Pack,196,183,183,0,549
2024-09-09,2,Pick,207,178,178,0,0
2024-09-09,3,Dispatch,210,197,197,0,591
2024-09-09,3,Pack,232,144,144,0,432
2024-09-09,3,Pick,225,186,186,0,0
2024-09-10,1,Dispatch,257,217,217,0,217
2024-09-10,1,Pack,191,129,129,0,129
2024-09-10,1,Pick,266,158,159,1,0
2024-09-10,2,Dispatch,248,183,183,0,183
2024-09-10,2,Pack,187,178,178,0,178
2024-09-10,2,Pick,216,147,147,0,0
2024-09-10,3,Dispatch,212,144,144,0,144
2024-09-10,3,Pack,198,186,186,0,186
2024-09-10,3,Pick,224,165,165,0,0
2024-09-11,1,Dispatch,249,129,129,0,129
2024-09-11,1,Pack,184,158,158,0,158
2024-09-11,1,Pick,214,155,164,9,2
2024-09-11,2,Dispatch,253,178,178,0,178
2024-09-11,2,Pack,236,147,147,0,147
2024-09-11,2,Pick,249,133,133,0,0
2024-09-11,3,Dispatch,236,186,186,0,186
2024-09-11,3,Pack,213,165,165,0,165
2024-09-11,3,Pick,211,125,125,0,0
2024-09-12,1,Dispatch,232,158,158,0,158
2024-09-12,1,Pack,184,155,155,0,155
2024-09-12,1,Pick,206,157,157,0,9
2024-09-12,2,Dispatch,215,147,147,0,147
2024-09-12,2,Pack,233,133,133,0,133
2024-09-12,2,Pick,211,167,167,0,0
2024-09-12,3,Dispatch,257,165,165,0,165
2024-09-12,3,Pack,194,125,125,0,125
2024-09-12,3,Pick,211,166,166,0,0
2024-09-13,1,Dispatch,237,155,155,0,155
2024-09-13,1,Pack,204,157,157,0,157
2024-09-13,1,Pick,253,140,140,0,0
2024-09-13,2,Dispatch,207,133,133,0,133
2024-09-13,2,Pack,233,167,167,0,167
2024-09-13,2,Pick,242,131,131,0,0
2024-09-13,3,Dispatch,237,125,125,0,125
2024-09-13,3,Pack,218,166,166,0,166
2024-09-13,3,Pick,245,169,169,0,0
2024-09-16,1,Dispatch,215,157,157,0,471
2024-09-16,1,Pack,225,140,140,0,420
2024-09-16,1,Pick,206,147,147,0,0
2024-09-16,2,Dispatch,226,167,167,0,501
2024-09-16,2,Pack,234,131,131,0,393
2024-09-16,2,Pick,240,175,175,0,0
2024-09-16,3,Dispatch,202,166,166,0,498
2024-09-16,3,Pack,230,169,169,0,507
2024-09-16,3,Pick,227,133,133,0,0
2024-09-17,1,Dispatch,238,140,140,0,140
2024-09-17,1,Pack,190,147,147,0,147
2024-09-17,1,Pick,210,178,178,0,0
2024-09-17,2,Dispatch,211,131,131,0,131
2024-09-17,2,Pack,237,175,175,0,175
2024-09-17,2,Pick,240,204,204,0,0
2024-09-17,3,Dispatch,203,169,169,0,169
2024-09-17,3,Pack,195,133,133,0,133
2024-09-17,3,Pick,227,209,209,0,0
2024-09-18,1,Dispatch,241,147,147,0,147
2024-09-18,1,Pack,209,178,178,0,178
2024-09-18,1,Pick,234,180,180,0,0
2024-09-18,2,Dispatch,246,175,175,0,175
2024-09-18,2,Pack,205,204,204,0,204
2024-09-18,2,Pick,222,170,170,0,0
2024-09-18,3,Dispatch,243,133,133,0,133
2024-09-18,3,Pack,221,209,209,0,209
2024-09-18,3,Pick,208,128,128,0,0
2024-09-19,1,Dispatch,261,178,178,0,178
2024-09-19,1,Pack,195,180,180,0,180
2024-09-19,1,Pick,230,113,113,0,0
2024-09-19,2,Dispatch,249,204,204,0,204
2024-09-19,2,Pack,234,170,170,0,170
2024-09-19,2,Pick,237,189,189,0,0
2024-09-19,3,Dispatch,226,209,209,0,209
2024-09-19,3,Pack,186,128,128,0,128
2024-09-19,3,Pick,222,144,144,0,0
2024-09-20,1,Dispatch,229,180,180,0,180
2024-09-20,1,Pack,184,113,113,0,113
2024-09-20,1,Pick,261,155,155,0,0
2024-09-20,2,Dispatch,210,170,170,0,170
2024-09-20,2,Pack,236,189,189,0,189
2024-09-20,2,Pick,232,188,188,0,0
2024-09-20,3,Dispatch,239,128,128,0,128
2024-09-20,3,Pack,215,144,144,0,144
2024-09-20,3,Pick,243,180,180,0,0
2024-09-23,1,Dispatch,209,113,113,0,339
2024-09-23,1,Pack,216,155,155,0,465
2024-09-23,1,Pick,238,142,142,0,0
2024-09-23,2,Dispatch,207,189,189,0,567
2024-09-23,2,Pack,236,188,188,0,564
2024-09-23,2,Pick,232,177,177,0,0
2024-09-23,3,Dispatch,249,144,144,0,432
2024-09-23,3,Pack,225,180,180,0,540
2024-09-23,3,Pick,267,93,93,0,0
2024-09-24,1,Dispatch,214,155,155,0,155
2024-09-24,1,Pack,208,142,142,0,142
2024-09-24,1,Pick,223,148,152,4,0
2024-09-24,2,Dispatch,213,188,188,0,188
2024-09-24,2,Pack,216,177,177,0,177
2024-09-24,2,Pick,244,160,160,0,0
2024-09-24,3,Dispatch,243,180,180,0,180
2024-09-24,3,Pack,187,93,93,0,93
2024-09-24,3,Pick,214,183,183,0,0
2024-09-25,1,Dispatch,262,142,142,0,142
2024-09-25,1,Pack,203,148,148,0,148
2024-09-25,1,Pick,217,127,153,26,0
2024-09-25,2,Dispatch,261,177,177,0,177
2024-09-25,2,Pack,209,160,160,0,160
2024-09-25,2,Pick,263,182,182,0,0
2024-09-25,3,Dispatch,223,93,93,0,93
2024-09-25,3,Pack,185,183,183,0,183
2024-09-25,3,Pick,252,186,186,0,0
2024-09-26,1,Dispatch,202,148,148,0,148
2024-09-26,1,Pack,211,127,127,0,127
2024-09-26,1,Pick,251,195,221,26,0
2024-09-26,2,Dispatch,258,160,160,0,160
2024-09-26,2,Pack,185,182,182,0,182
2024-09-26,2,Pick,242,154,154,0,0
2024-09-26,3,Dispatch,243,183,183,0,183
2024-09-26,3,Pack,184,184,186,2,184
2024-09-26,3,Pick,209,187,187,0,0
2024-09-27,1,Dispatch,236,127,127,0,127
2024-09-27,1,Pack,221,195,195,0,195
2024-09-27,1,Pick,249,142,168,26,0
2024-09-27,2,Dispatch,215,182,182,0,182
2024-09-27,2,Pack,183,154,154,0,154
2024-09-27,2,Pick,232,131,131,0,0
2024-09-27,3,Dispatch,232,184,184,0,184
2024-09-27,3,Pack,215,189,189,0,191
2024-09-27,3,Pick,252,150,150,0,0
2024-09-30,1,Dispatch,253,195,195,0,585
2024-09-30,1,Pack,204,142,142,0,426
2024-09-30,1,Pick,210,194,194,0,134
2024-09-30,2,Dispatch,225,154,154,0,462
2024-09-30,2,Pack,211,131,131,0,393
2024-09-30,2,Pick,218,218,218,0,0
2024-09-30,3,Dispatch,233,189,189,0,567
2024-09-30,3,Pack,195,150,150,0,450
2024-09-30,3,Pick,237,164,164,0,0
2024-10-01,1,Dispatch,235,142,142,0,142
2024-10-01,1,Pack,233,194,194,0,194
2024-10-01,1,Pick,210,210,232,22,0
2024-10-01,2,Dispatch,217,131,131,0,131
2024-10-01,2,Pack,197,197,218,21,197
2024-10-01,2,Pick,262,225,225,0,0
2024-10-01,3,Dispatch,261,150,150,0,150
2024-10-01,3,Pack,207,164,164,0,164
2024-10-01,3,Pick,205,205,267,62,0
2024-10-02,1,Dispatch,251,194,194,0,194
2024-10-02,1,Pack,223,210,210,0,210
2024-10-02,1,Pick,249,195,196,1,22
2024-10-02,2,Dispatch,229,197,197,0,197
2024-10-02,2,Pack,215,215,246,31,236
2024-10-02,2,Pick,224,220,220,0,0
2024-10-02,3,Dispatch,233,164,164,0,164
2024-10-02,3,Pack,213,205,205,0,205
2024-10-02,3,Pick,209,209,277,68,62
2024-10-03,1,Dispatch,206,206,210,4,206
2024-10-03,1,Pack,219,195,195,0,195
2024-10-03,1,Pick,216,186,201,15,1
2024-10-03,2,Dispatch,218,215,215,0,215
2024-10-03,2,Pack,225,225,251,26,256
2024-10-03,2,Pick,217,183,183,0,0
2024-10-03,3,Dispatch,213,205,205,0,205
2024-10-03,3,Pack,237,209,209,0,209
2024-10-03,3,Pick,252,252,297,45,68
2024-10-04,1,Dispatch,206,199,199,0,203
2024-10-04,1,Pack,194,186,186,0,186
2024-10-04,1,Pick,231,202,217,15,0
2024-10-04,2,Dispatch,251,225,225,0,225
2024-10-04,2,Pack,184,184,209,25,210
2024-10-04,2,Pick,207,191,191,0,0
2024-10-04,3,Dispatch,251,209,209,0,209
2024-10-04,3,Pack,198,198,252,54,198
2024-10-04,3,Pick,255,255,307,52,45
2024-10-07,1,Dispatch,222,186,186,0,558
2024-10-07,1,Pack,185,185,202,17,555
2024-10-07,1,Pick,264,192,197,5,40
2024-10-07,2,Dispatch,203,184,184,0,552
2024-10-07,2,Pack,206,206,216,10,643
2024-10-07,2,Pick,242,190,190,0,0
2024-10-07,3,Dispatch,216,198,198,0,594
2024-10-07,3,Pack,211,211,309,98,687
2024-10-07,3,Pick,236,236,306,70,156
2024-10-08,1,Dispatch,258,185,185,0,185
2024-10-08,1,Pack,190,190,209,19,241
2024-10-08,1,Pick,219,160,165,5,0
2024-10-08,2,Dispatch,237,206,206,0,206
2024-10-08,2,Pack,240,200,200,0,230
2024-10-08,2,Pick,239,156,156,0,0
2024-10-08,3,Dispatch,210,210,211,1,210
2024-10-08,3,Pack,237,237,334,97,531
2024-10-08,3,Pick,242,242,274,32,70
2024-10-09,1,Dispatch,232,190,190,0,190
2024-10-09,1,Pack,224,179,179,0,198
2024-10-09,1,Pick,244,168,173,5,0
2024-10-09,2,Dispatch,242,200,200,0,200
2024-10-09,2,Pack,231,156,156,0,156
2024-10-09,2,Pick,221,159,159,0,0
2024-10-09,3,Dispatch,257,238,238,0,239
2024-10-09,3,Pack,202,202,339,137,299
2024-10-09,3,Pick,241,241,276,35,30
2024-10-10,1,Dispatch,227,179,179,0,179
2024-10-10,1,Pack,212,168,168,0,168
2024-10-10,1,Pick,219,183,188,5,0
2024-10-10,2,Dispatch,257,156,156,0,156
2024-10-10,2,Pack,207,159,159,0,159
2024-10-10,2,Pick,214,205,205,0,0
2024-10-10,3,Dispatch,255,202,202,0,202
2024-10-10,3,Pack,230,230,378,148,367
2024-10-10,3,Pick,228,200,207,7,28
2024-10-11,1,Dispatch,214,168,168,0,168
2024-10-11,1,Pack,205,183,183,0,183
2024-10-11,1,Pick,229,218,238,20,0
2024-10-11,2,Dispatch,236,159,159,0,159
2024-10-11,2,Pack,189,189,205,16,189
2024-10-11,2,Pick,227,164,164,0,0
2024-10-11,3,Dispatch,224,224,230,6,224
2024-10-11,3,Pack,224,224,348,124,372
2024-10-11,3,Pick,246,208,215,7,0
2024-10-14,1,Dispatch,210,183,183,0,549
2024-10-14,1,Pack,228,218,218,0,654
2024-10-14,1,Pick,212,212,236,24,0
2024-10-14,2,Dispatch,263,189,189,0,567
2024-10-14,2,Pack,215,180,180,0,556
2024-10-14,2,Pick,224,214,214,0,0
2024-10-14,3,Dispatch,260,230,230,0,696
2024-10-14,3,Pack,214,214,332,118,766
2024-10-14,3,Pick,209,209,213,4,37
2024-10-15,1,Dispatch,243,218,218,0,218
2024-10-15,1,Pack,187,187,212,25,187
2024-10-15,1,Pick,246,141,161,20,4
2024-10-15,2,Dispatch,222,180,180,0,180
2024-10-15,2,Pack,202,202,214,12,202
2024-10-15,2,Pick,246,199,199,0,0
2024-10-15,3,Dispatch,249,214,214,0,214
2024-10-15,3,Pack,235,235,327,92,589
2024-10-15,3,Pick,263,201,201,0,4
