Date,WarehouseID,ProductID,OpeningUnits,ReceivedUnits,ShippedUnits,StorageUnits,WIPUnits,ClosingUnits,ClosingValueUSD,DailyValueSumUSD,CalendarDays,StockoutDays,Age0to30USD,Age31to60USD,Age61to90USD,Age91to180USD,AgeOver180USD
2024-08-31,3,2,92,148,105,132,3,135,7938.0,311757.6,31,0,7761.6,0.0,0.0,0.0,0.0
2024-08-31,3,3,98,167,161,104,0,104,3524.56,123800.17,31,0,3524.56,0.0,0.0,0.0,0.0
2024-08-31,3,4,162,150,148,143,21,164,12821.52,336799.44,31,0,11179.74,0.0,0.0,0.0,0.0
2024-08-31,3,5,122,143,88,169,8,177,994.74,32208.22,31,0,803.66,146.12,0.0,0.0,0.0
2024-08-31,3,6,241,0,120,111,10,121,1335.84,64274.88,31,0,0.0,1225.44,0.0,0.0,0.0
2024-08-31,3,7,121,149,135,93,42,135,7639.65,192462.59,31,0,5262.87,0.0,0.0,0.0,0.0
2024-08-31,3,8,108,134,83,159,0,159,7401.45,195091.05,31,0,6237.7,1163.75,0.0,0.0,0.0
2024-08-31,3,9,109,167,102,174,0,174,1778.28,43107.96,31,0,1706.74,0.0,71.54,0.0,0.0
2024-08-31,3,10,154,0,134,20,0,20,1270.6,214096.1,31,0,0.0,1270.6,0.0,0.0,0.0
2024-08-31,3,11,106,148,106,119,29,148,7907.64,133468.14,31,4,6358.17,0.0,0.0,0.0,0.0
2024-08-31,3,12,118,143,42,219,0,219,12835.59,208886.04,31,0,8381.23,4454.36,0.0,0.0,0.0
2024-08-31,3,13,123,141,67,184,13,197,14420.4,310148.4,31,0,10321.2,0.0,3147.6,0.0,0.0
2024-08-31,3,14,128,164,133,159,0,159,9541.59,217416.23,31,0,9541.59,0.0,0.0,0.0,0.0
2024-08-31,3,15,190,143,153,162,18,180,8317.8,200551.4,31,0,6608.03,877.99,0.0,0.0,0.0
2024-08-31,3,16,178,0,73,105,0,105,2340.45,96003.03,31,0,0.0,2340.45,0.0,0.0,0.0
2024-08-31,3,17,137,144,105,176,0,176,13020.48,353994.3,31,0,10653.12,2367.36,0.0,0.0,0.0
2024-08-31,3,18,180,158,156,160,22,182,8504.86,158601.62,31,0,7383.34,93.46,0.0,0.0,0.0
2024-08-31,3,19,62,156,162,23,33,56,763.84,41738.4,31,0,313.72,0.0,0.0,0.0,0.0
2024-08-31,3,20,187,143,113,217,0,217,12694.5,340645.5,31,0,8365.5,4329.0,0.0,0.0,0.0
2024-08-31,3,21,201,155,88,268,0,268,5729.84,108011.76,31,0,3313.9,2415.94,0.0,0.0,0.0
2024-08-31,3,22,178,0,113,54,11,65,1218.75,69675.0,31,0,0.0,1012.5,0.0,0.0,0.0
2024-08-31,3,23,266,0,111,141,14,155,12404.65,521715.57,31,0,0.0,11284.23,0.0,0.0,0.0
2024-08-31,3,24,184,0,179,5,0,5,405.65,276734.43,31,0,0.0,405.65,0.0,0.0,0.0
2024-08-31,3,25,113,147,137,123,0,123,1611.3,40387.3,31,0,1611.3,0.0,0.0,0.0,0.0
2024-08-31,3,26,212,0,81,96,35,131,7287.53,304908.03,31,0,0.0,5340.48,0.0,0.0,0.0
2024-08-31,3,27,131,145,98,178,0,178,14010.38,333887.82,31,0,11412.95,2597.43,0.0,0.0,0.0
2024-08-31,3,28,107,155,147,115,0,115,1162.65,42947.28,31,0,1162.65,0.0,0.0,0.0,0.0
2024-08-31,3,29,197,0,99,98,0,98,1422.96,55451.88,31,0,0.0,1422.96,0.0,0.0,0.0
2024-08-31,3,30,165,0,85,75,5,80,2395.2,111915.72,31,0,0.0,2245.5,0.0,0.0,0.0
2024-08-31,3,31,177,144,133,124,64,188,4032.6,89918.4,31,0,2659.8,0.0,0.0,0.0,0.0
2024-08-31,3,32,120,128,113,135,0,135,1425.6,35977.92,31,0,1351.68,73.92,0.0,0.0,0.0
2024-09-30,1,1,104,143,83,164,0,164,12682.12,255807.64,30,0,11058.19,0.0,0.0,1623.93,0.0
2024-09-30,1,2,80,141,83,138,0,138,8114.4,127890.0,30,0,8114.4,0.0,0.0,0.0,0.0
2024-09-30,1,3,105,160,92,154,19,173,5862.97,184090.48,30,0,5219.06,0.0,0.0,0.0,0.0
2024-09-30,1,4,196,0,148,48,0,48,3752.64,262762.98,30,0,0.0,3752.64,0.0,0.0,0.0
2024-09-30,1,5,174,0,134,11,29,40,224.8,17837.88,30,0,0.0,61.82,0.0,0.0,0.0
2024-09-30,1,6,80,150,153,77,0,77,850.08,46279.68,30,0,850.08,0.0,0.0,0.0,0.0
2024-09-30,1,7,158,0,80,47,31,78,4414.02,205138.75,30,0,0.0,2659.73,0.0,0.0,0.0
2024-09-30,1,8,57,136,54,110,29,139,6470.45,206495.8,30,0,5120.5,0.0,0.0,0.0,0.0
2024-09-30,1,9,166,149,114,195,6,201,2054.22,38876.88,30,0,1522.78,470.12,0.0,0.0,0.0
2024-09-30,1,10,120,146,47,219,0,219,13913.07,224133.84,30,0,9275.38,4637.69,0.0,0.0,0.0
2024-09-30,1,11,72,157,70,139,20,159,8495.37,283713.3,30,0,7426.77,0.0,0.0,0.0,0.0
2024-09-30,1,12,188,0,125,57,6,63,3692.43,226058.77,30,0,0.0,3340.77,0.0,0.0,0.0
2024-09-30,1,13,115,148,81,182,0,182,13322.4,334084.8,30,0,10833.6,0.0,2488.8,0.0,0.0
2024-09-30,1,14,77,152,95,134,0,134,8041.34,287267.87,30,0,8041.34,0.0,0.0,0.0,0.0
2024-09-30,1,15,229,0,118,98,13,111,5129.31,223517.77,30,0,0.0,4528.58,0.0,0.0,0.0
2024-09-30,1,16,126,136,139,91,32,123,2741.67,82227.81,30,0,2028.39,0.0,0.0,0.0,0.0
2024-09-30,1,17,169,161,110,220,0,220,16275.6,612776.34,30,0,11910.78,4364.82,0.0,0.0,0.0
2024-09-30,1,18,117,157,117,157,0,157,7336.61,206219.49,30,0,7336.61,0.0,0.0,0.0,0.0
2024-09-30,1,19,107,149,107,123,26,149,2032.36,22737.88,30,4,1677.72,0.0,0.0,0.0,0.0
2024-09-30,1,20,104,152,131,105,20,125,7312.5,261553.5,30,0,6142.5,0.0,0.0,0.0,0.0
2024-09-30,1,21,230,0,66,160,4,164,3506.32,121074.94,30,0,0.0,3100.1,320.7,0.0,0.0
2024-09-30,1,22,119,141,92,168,0,168,3150.0,83231.25,30,0,2643.75,0.0,506.25,0.0,0.0
2024-09-30,1,23,126,148,119,155,0,155,12404.65,278104.25,30,0,11844.44,560.21,0.0,0.0,0.0
2024-09-30,1,24,44,134,78,78,22,100,8113.0,318029.6,30,0,6328.14,0.0,0.0,0.0,0.0
2024-09-30,1,25,194,0,111,76,7,83,1087.3,60286.2,30,0,0.0,995.6,0.0,0.0,0.0
2024-09-30,1,26,89,144,114,119,0,119,6619.97,160770.7,30,1,6619.97,0.0,0.0,0.0,0.0
2024-09-30,1,27,122,0,76,46,0,46,3620.66,253682.33,30,0,0.0,3620.66,0.0,0.0,0.0
2024-09-30,1,28,71,163,168,54,12,66,667.26,27357.66,30,2,545.94,0.0,0.0,0.0,0.0
2024-09-30,1,29,214,0,72,123,19,142,2061.84,73398.6,30,0,0.0,1785.96,0.0,0.0,0.0
2024-09-30,1,30,170,0,73,82,15,97,2904.18,113861.82,30,0,0.0,2455.08,0.0,0.0,0.0
2024-09-30,1,31,47,171,168,27,23,50,1072.5,92578.2,30,0,579.15,0.0,0.0,0.0,0.0
2024-09-30,1,32,68,126,74,117,3,120,1267.2,46337.28,30,0,1235.52,0.0,0.0,0.0,0.0
2024-09-30,2,1,195,0,98,87,10,97,7501.01,332750.99,30,0,0.0,6727.71,0.0,0.0,0.0
2024-09-30,2,2,159,0,29,130,0,130,7644.0,265717.2,30,0,0.0,7644.0,0.0,0.0,0.0
2024-09-30,2,3,198,141,122,200,17,217,7354.13,138135.64,30,0,4778.49,1999.51,0.0,0.0,0.0
2024-09-30,2,4,187,0,117,70,0,70,5472.6,311547.3,30,0,0.0,5472.6,0.0,0.0,0.0
2024-09-30,2,5,37,150,82,86,19,105,590.1,20675.98,30,0,483.32,0.0,0.0,0.0,0.0
2024-09-30,2,6,170,0,74,96,0,96,1059.84,44093.76,30,0,0.0,0.0,1059.84,0.0,0.0
2024-09-30,2,7,176,141,130,180,7,187,10582.33,203837.18,30,0,7979.19,2207.01,0.0,0.0,0.0
2024-09-30,2,8,111,134,99,130,16,146,6796.3,153615.0,30,0,6051.5,0.0,0.0,0.0,0.0
2024-09-30,2,9,164,0,39,115,10,125,1277.5,44702.28,30,0,0.0,1175.3,0.0,0.0,0.0
2024-09-30,2,10,109,150,127,119,13,132,8385.96,252722.34,30,0,7560.07,0.0,0.0,0.0,0.0
2024-09-30,2,11,191,0,109,82,0,82,4381.26,200576.22,30,0,0.0,4381.26,0.0,0.0,0.0
2024-09-30,2,12,198,0,95,89,14,103,6036.83,267085.77,30,0,0.0,5216.29,0.0,0.0,0.0
2024-09-30,2,13,93,146,141,84,14,98,7173.6,252174.0,30,0,6148.8,0.0,0.0,0.0,0.0
2024-09-30,2,14,56,160,109,107,0,107,6421.07,260503.41,30,0,6421.07,0.0,0.0,0.0,0.0
2024-09-30,2,15,157,0,66,72,19,91,4205.11,177769.87,30,0,0.0,3327.12,0.0,0.0,0.0
2024-09-30,2,16,137,132,153,95,21,116,2585.64,66580.23,30,0,2117.55,0.0,0.0,0.0,0.0
2024-09-30,2,17,114,156,114,156,0,156,11540.88,423387.54,30,0,11540.88,0.0,0.0,0.0,0.0
2024-09-30,2,18,189,0,58,131,0,131,6121.63,229537.76,30,0,0.0,6121.63,0.0,0.0,0.0
2024-09-30,2,19,174,0,80,73,21,94,1282.16,61325.44,30,0,0.0,995.72,0.0,0.0,0.0
2024-09-30,2,20,133,167,205,95,0,95,5557.5,207967.5,30,0,5557.5,0.0,0.0,0.0,0.0
2024-09-30,2,21,191,147,109,189,40,229,4896.02,101084.64,30,0,3142.86,897.96,0.0,0.0,0.0
2024-09-30,2,22,103,146,86,163,0,163,3056.25,64293.75,30,0,2737.5,0.0,318.75,0.0,0.0
2024-09-30,2,23,95,149,172,72,0,72,5762.16,409673.57,30,0,5762.16,0.0,0.0,0.0,0.0
2024-09-30,2,24,118,126,116,101,27,128,10384.64,335310.29,30,0,8194.13,0.0,0.0,0.0,0.0
2024-09-30,2,25,167,142,126,153,30,183,2397.3,49963.4,30,0,1860.2,144.1,0.0,0.0,0.0
2024-09-30,2,26,84,156,139,101,0,101,5618.63,241879.24,30,0,5618.63,0.0,0.0,0.0,0.0
2024-09-30,2,27,217,0,87,130,0,130,10232.3,412519.11,30,0,0.0,10232.3,0.0,0.0,0.0
2024-09-30,2,28,98,148,79,145,22,167,1688.37,50752.2,30,0,1465.95,0.0,0.0,0.0,0.0
2024-09-30,2,29,80,144,135,89,0,89,1292.28,50427.96,30,0,1292.28,0.0,0.0,0.0,0.0
2024-09-30,2,30,169,151,123,197,0,197,5898.18,126436.62,30,0,4520.94,1377.24,0.0,0.0,0.0
2024-09-30,2,31,56,147,91,97,15,112,2402.4,97897.8,30,0,2080.65,0.0,0.0,0.0,0.0
2024-09-30,2,32,93,136,145,50,34,84,887.04,34077.12,30,0,528.0,0.0,0.0,0.0,0.0
2024-09-30,3,1,218,0,93,117,8,125,9666.25,417427.34,30,0,0.0,9047.61,0.0,0.0,0.0
2024-09-30,3,2,135,164,51,236,12,248,14582.4,285650.4,30,0,9643.2,4233.6,0.0,0.0,0.0
2024-09-30,3,3,104,141,91,154,0,154,5219.06,150674.94,30,0,4778.49,440.57,0.0,0.0,0.0
2024-09-30,3,4,164,169,135,198,0,198,15479.64,333984.96,30,0,13212.42,2267.22,0.0,0.0,0.0
2024-09-30,3,5,177,0,72,95,10,105,590.1,23446.64,30,0,0.0,533.9,0.0,0.0,0.0
2024-09-30,3,6,121,144,89,170,6,176,1943.04,51976.32,30,0,1589.76,0.0,287.04,0.0,0.0
2024-09-30,3,7,135,150,150,126,9,135,7639.65,259748.1,30,0,7130.34,0.0,0.0,0.0,0.0
2024-09-30,3,8,159,130,155,127,7,134,6237.7,154033.95,30,0,5911.85,0.0,0.0,0.0,0.0
2024-09-30,3,9,174,161,156,179,0,179,1829.38,37997.96,30,0,1645.42,183.96,0.0,0.0,0.0
2024-09-30,3,10,20,148,61,107,0,107,6797.71,189827.64,30,0,6797.71,0.0,0.0,0.0,0.0
2024-09-30,3,11,148,148,91,205,0,205,10953.15,193309.74,30,0,7907.64,3045.51,0.0,0.0,0.0
2024-09-30,3,12,219,0,133,57,29,86,5040.46,293987.76,30,0,0.0,3340.77,0.0,0.0,0.0
2024-09-30,3,13,197,162,157,202,0,202,14786.4,291848.4,30,0,11858.4,2928.0,0.0,0.0,0.0
2024-09-30,3,14,159,0,102,57,0,57,3420.57,222937.15,30,0,0.0,3420.57,0.0,0.0,0.0
2024-09-30,3,15,180,0,72,96,12,108,4990.68,195606.93,30,0,0.0,4436.16,0.0,0.0,0.0
2024-09-30,3,16,105,134,67,162,10,172,3833.88,82227.81,30,0,2986.86,0.0,624.12,0.0,0.0
2024-09-30,3,17,176,145,121,179,21,200,14796.0,359764.74,30,0,10727.1,2515.32,0.0,0.0,0.0
2024-09-30,3,18,182,156,95,202,41,243,11355.39,216079.52,30,0,7289.88,2149.58,0.0,0.0,0.0
2024-09-30,3,19,56,152,108,92,8,100,1364.0,43143.32,30,0,1254.88,0.0,0.0,0.0,0.0
2024-09-30,3,20,217,0,83,123,11,134,7839.0,320053.5,30,0,0.0,7195.5,0.0,0.0,0.0
2024-09-30,3,21,268,0,104,152,12,164,3506.32,135292.64,30,0,0.0,3249.76,0.0,0.0,0.0
2024-09-30,3,22,65,149,109,105,0,105,1968.75,78600.0,30,0,1968.75,0.0,0.0,0.0,0.0
2024-09-30,3,23,155,147,157,145,0,145,11604.35,318039.22,30,0,11604.35,0.0,0.0,0.0,0.0
2024-09-30,3,24,5,276,97,174,10,184,14927.92,217428.4,30,0,14116.62,0.0,0.0,0.0,0.0
2024-09-30,3,25,123,142,122,128,15,143,1873.3,59356.1,30,0,1676.8,0.0,0.0,0.0,0.0
2024-09-30,3,26,131,150,135,146,0,146,8121.98,213952.98,30,0,8121.98,0.0,0.0,0.0,0.0
2024-09-30,3,27,178,0,47,116,15,131,10311.01,371983.46,30,0,0.0,9130.36,0.0,0.0,0.0
2024-09-30,3,28,115,168,127,151,5,156,1577.16,34960.38,30,0,1526.61,0.0,0.0,0.0,0.0
2024-09-30,3,29,98,153,131,85,35,120,1742.4,50820.0,30,0,1234.2,0.0,0.0,0.0,0.0
2024-09-30,3,30,80,144,96,117,11,128,3832.32,141226.98,30,0,3502.98,0.0,0.0,0.0,0.0
2024-09-30,3,31,188,141,139,175,15,190,4075.5,94508.7,30,0,3024.45,729.3,0.0,0.0,0.0
2024-09-30,3,32,135,0,79,44,12,56,591.36,34763.52,30,0,0.0,464.64,0.0,0.0,0.0
2024-10-31,1,1,164,0,103,61,0,61,4717.13,295091.28,31,0,0.0,4717.13,0.0,0.0,0.0
2024-10-31,1,2,138,169,76,214,17,231,13582.8,263659.2,31,0,9937.2,2646.0,0.0,0.0,0.0
2024-10-31,1,3,173,148,121,200,0,200,6778.0,138915.11,31,0,5015.72,1762.28,0.0,0.0,0.0
2024-10-31,1,4,48,145,46,147,0,147,11492.46,331874.1,31,0,11336.1,0.0,156.36,0.0,0.0
2024-10-31,1,5,40,309,183,122,44,166,932.92,17629.94,31,0,685.64,0.0,0.0,0.0,0.0
2024-10-31,1,6,77,150,170,32,25,57,629.28,27887.04,31,0,353.28,0.0,0.0,0.0,0.0
2024-10-31,1,7,78,150,159,64,5,69,3904.71,105596.94,31,9,3621.76,0.0,0.0,0.0,0.0
2024-10-31,1,8,139,136,112,114,49,163,7587.65,183407.0,31,0,5306.7,0.0,0.0,0.0,0.0
2024-10-31,1,9,201,0,108,93,0,93,950.46,43639.4,31,0,0.0,950.46,0.0,0.0,0.0
2024-10-31,1,10,219,0,160,59,0,59,3748.27,301132.2,31,0,0.0,3748.27,0.0,0.0,0.0
2024-10-31,1,11,159,0,137,5,17,22,1175.46,150405.45,31,0,0.0,267.15,0.0,0.0,0.0
2024-10-31,1,12,63,148,211,0,0,0,0.0,162349.7,31,5,0.0,0.0,0.0,0.0,0.0
2024-10-31,1,13,182,141,158,147,18,165,12078.0,319225.2,31,0,10321.2,439.2,0.0,0.0,0.0
2024-10-31,1,14,134,150,152,110,22,132,7921.32,253722.28,31,0,6601.1,0.0,0.0,0.0,0.0
2024-10-31,1,15,111,151,135,119,8,127,5868.67,164877.28,31,0,5498.99,0.0,0.0,0.0,0.0
2024-10-31,1,16,123,136,203,31,25,56,1248.24,58332.93,31,0,690.99,0.0,0.0,0.0,0.0
2024-10-31,1,17,220,0,99,106,15,121,8951.58,417025.26,31,0,0.0,7841.88,0.0,0.0,0.0
2024-10-31,1,18,157,148,114,157,34,191,8925.43,326876.35,31,0,6916.04,420.57,0.0,0.0,0.0
2024-10-31,1,19,149,146,106,143,46,189,2577.96,52514.0,31,0,1950.52,0.0,0.0,0.0,0.0
2024-10-31,1,20,125,143,183,72,13,85,4972.5,117117.0,31,1,4212.0,0.0,0.0,0.0,0.0
2024-10-31,1,21,164,149,139,171,3,174,3720.12,161483.14,31,0,3185.62,0.0,470.36,0.0,0.0
2024-10-31,1,22,168,0,70,98,0,98,1837.5,82837.5,31,0,0.0,1837.5,0.0,0.0,0.0
2024-10-31,1,23,155,150,122,173,10,183,14645.49,477619.04,31,0,12004.5,1840.69,0.0,0.0,0.0
2024-10-31,1,24,100,144,244,0,0,0,0.0,202013.7,31,5,0.0,0.0,0.0,0.0,0.0
2024-10-31,1,25,83,142,124,84,17,101,1323.1,58570.1,31,0,1100.4,0.0,0.0,0.0,0.0
2024-10-31,1,26,119,142,80,163,18,181,10069.03,209502.58,31,0,7899.46,1168.23,0.0,0.0,0.0
2024-10-31,1,27,46,156,200,0,2,2,157.42,304922.54,31,1,0.0,0.0,0.0,0.0,0.0
2024-10-31,1,28,66,148,154,60,0,60,606.6,30562.53,31,0,606.6,0.0,0.0,0.0,0.0
2024-10-31,1,29,142,142,196,74,14,88,1277.76,52562.4,31,0,1074.48,0.0,0.0,0.0,0.0
2024-10-31,1,30,97,142,86,131,22,153,4580.82,125089.32,31,0,3922.14,0.0,0.0,0.0,0.0
2024-10-31,1,31,50,168,146,45,27,72,1544.4,77048.4,31,1,965.25,0.0,0.0,0.0,0.0
2024-10-31,1,32,120,130,144,106,0,106,1119.36,27952.32,31,0,1119.36,0.0,0.0,0.0,0.0
2024-10-31,2,1,97,141,74,164,0,164,12682.12,339633.36,31,0,10903.53,0.0,1778.59,0.0,0.0
2024-10-31,2,2,130,156,116,170,0,170,9996.0,268657.2,31,0,9172.8,0.0,823.2,0.0,0.0
2024-10-31,2,3,217,0,136,81,0,81,2745.09,157317.38,31,0,0.0,2745.09,0.0,0.0,0.0
2024-10-31,2,4,70,314,169,181,34,215,16808.7,365960.58,31,0,14150.58,0.0,0.0,0.0,0.0
2024-10-31,2,5,105,311,255,131,30,161,904.82,17118.52,31,0,736.22,0.0,0.0,0.0,0.0
2024-10-31,2,6,96,144,170,31,39,70,772.8,52119.84,31,0,342.24,0.0,0.0,0.0,0.0
2024-10-31,2,7,187,0,99,76,12,88,4979.92,246166.5,31,0,0.0,4300.84,0.0,0.0,0.0
2024-10-31,2,8,146,128,145,129,0,129,6004.95,169209.25,31,0,5958.4,46.55,0.0,0.0,0.0
2024-10-31,2,9,125,157,105,177,0,177,1808.94,42648.06,31,0,1604.54,0.0,204.4,0.0,0.0
2024-10-31,2,10,132,152,136,122,26,148,9402.44,235886.89,31,0,7750.66,0.0,0.0,0.0,0.0
2024-10-31,2,11,82,147,98,122,9,131,6999.33,263463.33,31,0,6518.46,0.0,0.0,0.0,0.0
2024-10-31,2,12,103,158,188,73,0,73,4278.53,208417.16,31,0,4278.53,0.0,0.0,0.0,0.0
2024-10-31,2,13,98,163,125,136,0,136,9955.2,329985.6,31,0,9955.2,0.0,0.0,0.0,0.0
2024-10-31,2,14,107,148,65,190,0,190,11401.9,298009.66,31,0,8881.48,2520.42,0.0,0.0,0.0
2024-10-31,2,15,91,157,189,47,12,59,2726.39,193573.69,31,0,2171.87,0.0,0.0,0.0,0.0
2024-10-31,2,16,116,122,111,120,7,127,2830.83,90341.37,31,0,2674.8,0.0,0.0,0.0,0.0
2024-10-31,2,17,156,152,203,68,37,105,7767.9,243764.1,31,0,5030.64,0.0,0.0,0.0,0.0
2024-10-31,2,18,131,149,159,118,3,121,5654.33,273697.61,31,0,5514.14,0.0,0.0,0.0,0.0
2024-10-31,2,19,94,145,141,98,0,98,1336.72,59115.76,31,0,1336.72,0.0,0.0,0.0,0.0
2024-10-31,2,20,95,149,115,117,12,129,7546.5,273838.5,31,0,6844.5,0.0,0.0,0.0,0.0
2024-10-31,2,21,229,149,196,163,19,182,3891.16,79512.22,31,0,3185.62,299.32,0.0,0.0,0.0
2024-10-31,2,22,163,142,203,102,0,102,1912.5,81375.0,31,0,1912.5,0.0,0.0,0.0,0.0
2024-10-31,2,23,72,287,162,179,18,197,15765.91,200395.12,31,0,14325.37,0.0,0.0,0.0,0.0
2024-10-31,2,24,128,134,169,69,24,93,7545.09,312107.11,31,0,5597.97,0.0,0.0,0.0,0.0
2024-10-31,2,25,183,143,196,99,31,130,1703.0,56447.9,31,0,1296.9,0.0,0.0,0.0,0.0
2024-10-31,2,26,101,146,139,91,17,108,6008.04,208835.02,31,0,5062.33,0.0,0.0,0.0,0.0
2024-10-31,2,27,130,144,121,146,7,153,12042.63,273753.38,31,0,11334.24,0.0,157.42,0.0,0.0
2024-10-31,2,28,167,146,146,164,3,167,1688.37,44312.13,31,0,1476.06,181.98,0.0,0.0,0.0
2024-10-31,2,29,89,146,72,147,16,163,2366.76,48729.12,31,0,2119.92,14.52,0.0,0.0,0.0
2024-10-31,2,30,197,141,129,193,16,209,6257.46,123861.78,31,0,4221.54,1556.88,0.0,0.0,0.0
2024-10-31,2,31,112,0,54,58,0,58,1244.1,53925.3,31,0,0.0,1244.1,0.0,0.0,0.0
2024-10-31,2,32,84,144,174,46,8,54,570.24,32039.04,31,0,485.76,0.0,0.0,0.0,0.0
2024-10-31,3,1,125,150,156,93,26,119,9202.27,292307.4,31,0,7191.69,0.0,0.0,0.0,0.0
2024-10-31,3,2,248,141,213,176,0,176,10348.8,268951.2,31,0,8290.8,2058.0,0.0,0.0,0.0
2024-10-31,3,3,154,155,154,140,15,155,5252.95,102517.25,31,1,4744.6,0.0,0.0,0.0,0.0
2024-10-31,3,4,198,145,186,149,8,157,12274.26,280666.2,31,0,11336.1,312.72,0.0,0.0,0.0
2024-10-31,3,5,105,299,177,218,9,227,1275.74,21513.36,31,0,1225.16,0.0,0.0,0.0,0.0
2024-10-31,3,6,176,150,135,125,66,191,2108.64,42029.28,31,0,1380.0,0.0,0.0,0.0,0.0
2024-10-31,3,7,135,154,116,170,3,173,9790.07,257710.86,31,0,8714.86,905.44,0.0,0.0,0.0
2024-10-31,3,8,134,134,120,126,22,148,6889.4,147051.45,31,0,5865.3,0.0,0.0,0.0,0.0
2024-10-31,3,9,179,0,85,94,0,94,960.68,44845.36,31,0,0.0,960.68,0.0,0.0,0.0
2024-10-31,3,10,107,291,221,164,13,177,11244.81,185761.72,31,4,10418.92,0.0,0.0,0.0,0.0
2024-10-31,3,11,205,145,152,198,0,198,10579.14,218528.7,31,0,7747.35,2831.79,0.0,0.0,0.0
2024-10-31,3,12,86,143,155,66,8,74,4337.14,175536.95,31,0,3868.26,0.0,0.0,0.0,0.0
2024-10-31,3,13,202,0,109,45,48,93,6807.6,333499.2,31,0,0.0,3294.0,0.0,0.0,0.0
2024-10-31,3,14,57,147,127,77,0,77,4620.77,242140.35,31,0,4620.77,0.0,0.0,0.0,0.0
2024-10-31,3,15,108,168,134,121,21,142,6561.82,182806.76,31,0,5591.41,0.0,0.0,0.0,0.0
2024-10-31,3,16,172,132,193,93,18,111,2474.19,86173.14,31,0,2072.97,0.0,0.0,0.0,0.0
2024-10-31,3,17,200,0,200,0,0,0,0.0,196786.8,31,4,0.0,0.0,0.0,0.0,0.0
2024-10-31,3,18,243,0,195,9,39,48,2243.04,177760.92,31,0,0.0,420.57,0.0,0.0,0.0
2024-10-31,3,19,100,143,120,111,12,123,1677.72,52977.76,31,0,1514.04,0.0,0.0,0.0,0.0
2024-10-31,3,20,134,149,140,138,5,143,8365.5,181818.0,31,0,8073.0,0.0,0.0,0.0,0.0
2024-10-31,3,21,164,141,115,190,0,190,4062.2,119257.64,31,0,3014.58,0.0,1047.62,0.0,0.0
2024-10-31,3,22,105,150,159,96,0,96,1800.0,79387.5,31,0,1800.0,0.0,0.0,0.0,0.0
2024-10-31,3,23,145,142,136,151,0,151,12084.53,370778.99,31,0,11364.26,720.27,0.0,0.0,0.0
2024-10-31,3,24,184,0,142,26,16,42,3407.46,272840.19,31,0,0.0,2109.38,0.0,0.0,0.0
2024-10-31,3,25,143,150,203,90,0,90,1179.0,51129.3,31,0,1179.0,0.0,0.0,0.0,0.0
2024-10-31,3,26,146,144,124,166,0,166,9234.58,250446.26,31,0,8010.72,1223.86,0.0,0.0,0.0
2024-10-31,3,27,131,148,143,125,11,136,10704.56,255256.53,31,0,9838.75,0.0,0.0,0.0,0.0
2024-10-31,3,28,156,0,28,128,0,128,1294.08,42937.17,31,0,0.0,1294.08,0.0,0.0,0.0
2024-10-31,3,29,120,155,183,55,37,92,1335.84,57078.12,31,0,798.6,0.0,0.0,0.0,0.0
2024-10-31,3,30,128,155,118,165,0,165,4940.1,113592.36,31,0,4640.7,299.4,0.0,0.0,0.0
2024-10-31,3,31,190,0,63,120,7,127,2724.15,101673.0,31,0,0.0,2574.0,0.0,0.0,0.0
2024-10-31,3,32,56,262,162,139,17,156,1647.36,42451.2,31,0,1467.84,0.0,0.0,0.0,0.0
2024-11-30,1,1,61,157,125,93,0,93,7191.69,304293.55,30,0,7191.69,0.0,0.0,0.0,0.0
2024-11-30,1,2,231,0,150,63,18,81,4762.8,258955.2,30,0,0.0,3704.4,0.0,0.0,0.0
2024-11-30,1,3,200,0,184,16,0,16,542.24,128714.22,30,0,0.0,542.24,0.0,0.0,0.0
2024-11-30,1,4,147,0,113,6,28,34,2658.12,263232.06,30,0,0.0,469.08,0.0,0.0,0.0
2024-11-30,1,5,166,143,124,141,44,185,1039.7,17377.04,30,0,792.42,0.0,0.0,0.0,0.0
2024-11-30,1,6,57,167,114,90,20,110,1214.4,44424.96,30,0,993.6,0.0,0.0,0.0,0.0
2024-11-30,1,7,69,149,124,53,41,94,5319.46,267840.47,30,0,2999.27,0.0,0.0,0.0,0.0
2024-11-30,1,8,163,146,207,86,16,102,4748.1,151194.4,30,0,4003.3,0.0,0.0,0.0,0.0
2024-11-30,1,9,93,145,94,144,0,144,1471.68,38907.54,30,0,1471.68,0.0,0.0,0.0,0.0
2024-11-30,1,10,59,148,107,57,43,100,6353.0,276037.85,30,0,3621.21,0.0,0.0,0.0,0.0
2024-11-30,1,11,22,292,105,197,12,209,11166.87,144848.73,30,1,10525.71,0.0,0.0,0.0,0.0
2024-11-30,1,12,0,197,159,20,18,38,2227.18,127476.75,30,3,1172.2,0.0,0.0,0.0,0.0
2024-11-30,1,13,165,145,156,132,22,154,11272.8,257590.8,30,0,9662.4,0.0,0.0,0.0,0.0
2024-11-30,1,14,132,189,154,138,29,167,10021.67,190771.79,30,1,8281.38,0.0,0.0,0.0,0.0
2024-11-30,1,15,127,153,140,130,10,140,6469.4,151846.06,30,0,6007.3,0.0,0.0,0.0,0.0
2024-11-30,1,16,56,268,210,114,0,114,2541.06,73913.64,30,0,2541.06,0.0,0.0,0.0,0.0
