ShipmentID,OrderID,Date,WarehouseID,ProductID,Units,COGSUSD,RevenueUSD,CycleUnitDays,OnTimeUnits
1415,1401,2024-02-23,2,23,14,1120.42,1736.7,28,14
1416,1402,2024-02-23,2,5,16,89.92,139.36,32,16
1417,1403,2024-02-23,2,32,19,200.64,311.03,38,19
1418,1404,2024-02-23,2,6,12,132.48,205.32,24,12
1419,1405,2024-02-23,2,4,8,625.44,969.44,16,8
1420,1406,2024-02-23,2,9,10,102.2,158.4,20,10
1421,1407,2024-02-23,2,10,17,1080.01,1673.99,34,17
1422,1408,2024-02-23,2,29,18,261.36,405.18,36,18
1423,1409,2024-02-23,2,2,14,823.2,1275.96,28,14
1424,1410,2024-02-23,3,10,9,571.77,886.23,18,9
1425,1411,2024-02-23,3,28,6,60.66,94.02,12,6
1426,1412,2024-02-23,3,29,17,246.84,382.67,34,17
1427,1413,2024-02-23,3,3,20,677.8,1050.6,40,20
1428,1414,2024-02-23,3,13,4,292.8,453.84,8,4
1429,1415,2024-02-23,3,4,16,1250.88,1938.88,32,16
1430,1416,2024-02-23,3,32,20,211.2,327.4,40,20
1431,1417,2024-02-23,3,6,15,165.6,256.65,30,15
1432,1418,2024-02-23,3,8,20,931.0,1443.0,40,20
1433,1419,2024-02-23,3,22,7,131.25,203.42,14,7
1434,1420,2024-02-23,3,25,13,170.3,263.9,26,13
1435,1421,2024-02-26,1,30,10,299.4,464.1,40,10
1436,1422,2024-02-26,1,2,9,529.2,820.26,36,9
1437,1423,2024-02-26,1,14,17,1020.17,1581.34,68,17
1438,1424,2024-02-26,1,14,5,300.05,465.1,20,5
1439,1425,2024-02-26,1,19,4,54.56,84.56,16,4
1440,1426,2024-02-26,1,28,21,212.31,329.07,84,21
1441,1427,2024-02-26,1,12,7,410.27,635.95,28,7
1442,1428,2024-02-26,1,7,12,679.08,1052.52,48,12
1443,1429,2024-02-26,1,27,6,472.26,732.0,24,6
1444,1430,2024-02-26,1,5,15,84.3,130.65,60,15
1445,1431,2024-02-26,1,12,22,1289.42,1998.7,88,22
1446,1432,2024-02-26,1,3,8,271.12,420.24,32,8
1447,1433,2024-02-26,1,20,12,702.0,1088.04,48,12
1448,1434,2024-02-26,1,7,7,396.13,613.97,28,7
1449,1435,2024-02-26,1,16,17,378.93,587.35,68,17
1450,1436,2024-02-26,2,5,11,61.82,95.81,44,11
1451,1437,2024-02-26,2,4,16,1250.88,1938.88,64,16
1452,1438,2024-02-26,2,25,3,39.3,60.9,12,3
1453,1439,2024-02-26,2,23,18,1440.54,2232.9,72,18
1454,1440,2024-02-26,2,2,21,1234.8,1913.94,84,21
1455,1441,2024-02-26,2,4,14,1094.52,1696.52,56,14
1456,1442,2024-02-26,2,29,17,246.84,382.67,68,17
1457,1443,2024-02-26,2,26,10,556.3,862.3,40,10
1458,1444,2024-02-26,2,27,5,393.55,610.0,20,5
1459,1445,2024-02-26,2,1,9,695.97,1078.74,36,9
1460,1446,2024-02-26,2,7,18,1018.62,1578.78,72,18
1461,1447,2024-02-26,2,14,14,840.14,1302.28,56,14
1462,1448,2024-02-26,2,6,4,44.16,68.44,16,4
1463,1449,2024-02-26,2,5,15,84.3,130.65,60,15
1464,1450,2024-02-26,2,30,6,179.64,278.46,24,6
1465,1451,2024-02-26,3,29,10,145.2,225.1,40,10
1466,1452,2024-02-26,3,29,7,101.64,157.57,28,7
1467,1453,2024-02-26,3,13,16,1171.2,1815.36,64,16
1468,1454,2024-02-26,3,32,14,147.84,229.18,56,14
1469,1455,2024-02-26,3,11,7,374.01,579.74,28,7
1470,1456,2024-02-26,3,10,21,1334.13,2067.87,84,21
1471,1457,2024-02-26,3,20,8,468.0,725.36,32,8
1472,1458,2024-02-26,3,23,9,720.27,1116.45,36,9
1473,1459,2024-02-26,3,28,6,60.66,94.02,24,6
1474,1460,2024-02-26,3,17,7,517.86,802.69,28,7
1475,1461,2024-02-26,3,16,5,111.45,172.75,20,5
1476,1462,2024-02-26,3,8,6,279.3,432.9,24,6
1477,1463,2024-02-26,3,10,20,1270.6,1969.4,80,20
1478,1464,2024-02-26,3,12,20,1172.2,1817.0,80,20
1479,1465,2024-02-27,1,18,5,233.65,362.15,20,0
1480,1466,2024-02-27,1,5,4,22.48,34.84,16,0
1481,1467,2024-02-27,1,10,20,1270.6,1969.4,80,0
1482,1468,2024-02-27,1,27,9,708.39,1098.0,36,0
1483,1469,2024-02-27,1,12,18,1054.98,1635.3,72,0
1484,1470,2024-02-27,1,16,20,445.8,691.0,80,0
1485,1471,2024-02-27,1,6,21,231.84,359.31,84,0
1486,1472,2024-02-27,1,27,16,1259.36,1952.0,64,0
1487,1473,2024-02-27,1,31,10,214.5,332.5,40,10
1488,1474,2024-02-27,1,24,14,1135.82,1760.5,56,0
1489,1475,2024-02-27,1,1,19,1469.27,2277.34,76,19
1490,1476,2024-02-27,1,23,5,400.15,620.25,20,5
1491,1477,2024-02-27,2,23,18,1440.54,2232.9,72,0
1492,1478,2024-02-27,2,11,6,320.58,496.92,24,0
1493,1479,2024-02-27,2,12,15,879.15,1362.75,60,0
1494,1480,2024-02-27,2,11,13,694.59,1076.66,52,0
1495,1481,2024-02-27,2,24,21,1703.73,2640.75,84,21
1496,1482,2024-02-27,2,18,19,887.87,1376.17,76,19
1497,1483,2024-02-27,2,31,12,257.4,399.0,48,0
1498,1484,2024-02-27,2,32,9,95.04,147.33,36,0
1499,1485,2024-02-27,2,26,9,500.67,776.07,36,0
1500,1486,2024-02-27,2,31,3,64.35,99.75,12,0
1501,1487,2024-02-27,2,28,19,192.09,297.73,76,0
1502,1488,2024-02-27,2,27,18,1416.78,2196.0,72,18
1503,1489,2024-02-27,3,17,20,1479.6,2293.4,80,0
1504,1490,2024-02-27,3,13,20,1464.0,2269.2,80,0
1505,1491,2024-02-27,3,23,20,1600.6,2481.0,80,0
1506,1492,2024-02-27,3,4,22,1719.96,2665.96,88,0
1507,1493,2024-02-27,3,27,5,393.55,610.0,20,0
1508,1494,2024-02-27,3,7,11,622.49,964.81,44,0
1509,1495,2024-02-27,3,21,22,470.36,729.08,88,0
1510,1496,2024-02-27,3,11,17,908.31,1407.94,68,0
1511,1497,2024-02-27,3,30,4,119.76,185.64,16,0
1512,1498,2024-02-27,3,24,3,243.39,377.25,12,0
1513,1499,2024-02-27,3,11,15,801.45,1242.3,60,0
1514,1500,2024-02-27,3,30,3,89.82,139.23,12,0
1515,1501,2024-02-27,3,24,12,973.56,1509.0,48,0
1516,1502,2024-02-28,1,1,11,850.63,1318.46,22,11
1517,1503,2024-02-28,1,11,5,267.15,414.1,10,5
1518,1504,2024-02-28,1,32,17,179.52,278.29,34,17
1519,1505,2024-02-28,1,8,21,977.55,1515.15,42,21
1520,1506,2024-02-28,1,9,18,183.96,285.12,36,18
1521,1507,2024-02-28,1,3,11,372.79,577.83,22,11
1522,1508,2024-02-28,1,21,7,149.66,231.98,14,7
1523,1509,2024-02-28,1,21,14,299.32,463.96,28,14
1524,1510,2024-02-28,1,16,19,423.51,656.45,38,19
1525,1511,2024-02-28,1,18,6,280.38,434.58,12,6
1526,1512,2024-02-28,1,23,6,480.18,744.3,12,6
1527,1513,2024-02-28,2,25,14,183.4,284.2,28,14
1528,1514,2024-02-28,2,12,22,1289.42,1998.7,44,22
1529,1515,2024-02-28,2,2,9,529.2,820.26,18,9
1530,1516,2024-02-28,2,18,18,841.14,1303.74,36,18
1531,1517,2024-02-28,2,13,9,658.8,1021.14,18,9
1532,1518,2024-02-28,2,30,21,628.74,974.61,42,21
1533,1519,2024-02-28,2,11,8,427.44,662.56,16,8
1534,1520,2024-02-28,2,27,22,1731.62,2684.0,44,22
1535,1521,2024-02-28,2,28,10,101.1,156.7,20,10
1536,1522,2024-02-28,2,25,18,235.8,365.4,36,18
1537,1523,2024-02-28,2,4,9,703.62,1090.62,18,9
1538,1524,2024-02-28,2,10,20,1270.6,1969.4,40,20
1539,1525,2024-02-28,3,2,20,1176.0,1822.8,40,20
1540,1526,2024-02-28,3,20,7,409.5,634.69,14,7
1541,1527,2024-02-28,3,23,11,880.33,1364.55,22,11
1542,1528,2024-02-28,3,16,16,356.64,552.8,32,16
1543,1529,2024-02-28,3,24,10,811.3,1257.5,20,10
1544,1530,2024-02-28,3,30,17,508.98,788.97,34,17
1545,1531,2024-02-28,3,30,13,389.22,603.33,26,13
1546,1532,2024-02-28,3,15,6,277.26,429.78,12,6
1547,1533,2024-02-28,3,12,18,1054.98,1635.3,36,18
1548,1534,2024-02-28,3,3,20,677.8,1050.6,40,20
1549,1535,2024-02-28,3,24,12,973.56,1509.0,24,12
1550,1536,2024-02-28,3,18,15,700.95,1086.45,30,15
1551,1537,2024-02-28,3,4,11,859.98,1332.98,22,11
1552,1538,2024-02-29,1,15,7,323.47,501.41,14,7
1553,1539,2024-02-29,1,29,12,174.24,270.12,24,12
1554,1540,2024-02-29,1,7,3,169.77,263.13,6,3
1555,1541,2024-02-29,1,4,18,1407.24,2181.24,36,18
1556,1542,2024-02-29,1,2,6,352.8,546.84,12,6
1557,1543,2024-02-29,1,24,20,1622.6,2515.0,40,20
1558,1544,2024-02-29,1,4,9,703.62,1090.62,18,9
1559,1545,2024-02-29,1,27,12,944.52,1464.0,24,12
1560,1546,2024-02-29,1,14,6,360.06,558.12,12,6
1561,1547,2024-02-29,1,8,20,931.0,1443.0,40,20
1562,1548,2024-02-29,1,7,3,169.77,263.13,6,3
1563,1549,2024-02-29,1,3,15,508.35,787.95,30,15
1564,1550,2024-02-29,1,28,22,222.42,344.74,44,22
1565,1551,2024-02-29,1,3,12,406.68,630.36,24,12
1566,1552,2024-02-29,2,9,11,112.42,174.24,22,11
1567,1553,2024-02-29,2,19,13,177.32,274.82,26,13
1568,1554,2024-02-29,2,12,20,1172.2,1817.0,40,20
1569,1555,2024-02-29,2,17,4,295.92,458.68,8,4
1570,1556,2024-02-29,2,6,11,121.44,188.21,22,11
1571,1557,2024-02-29,2,29,13,188.76,292.63,26,13
1572,1558,2024-02-29,2,32,19,200.64,311.03,38,19
1573,1559,2024-02-29,2,6,21,231.84,359.31,42,21
1574,1560,2024-02-29,2,14,19,1140.19,1767.38,38,19
1575,1561,2024-02-29,2,13,4,292.8,453.84,8,4
1576,1562,2024-02-29,2,26,11,611.93,948.53,22,11
1577,1563,2024-02-29,2,20,13,760.5,1178.71,26,13
1578,1564,2024-02-29,2,32,9,95.04,147.33,18,9
1579,1565,2024-02-29,2,11,10,534.3,828.2,20,10
1580,1566,2024-02-29,3,19,16,218.24,338.24,32,16
1581,1567,2024-02-29,3,13,3,219.6,340.38,6,3
1582,1568,2024-02-29,3,3,15,508.35,787.95,30,15
1583,1569,2024-02-29,3,32,7,73.92,114.59,14,7
1584,1570,2024-02-29,3,20,4,234.0,362.68,8,4
1585,1571,2024-02-29,3,16,12,267.48,414.6,24,12
1586,1572,2024-02-29,3,9,13,132.86,205.92,26,13
1587,1573,2024-02-29,3,6,22,242.88,376.42,44,22
1588,1574,2024-02-29,3,2,7,411.6,637.98,14,7
1589,1575,2024-02-29,3,12,5,293.05,454.25,10,5
1590,1576,2024-02-29,3,3,3,101.67,157.59,6,3
1591,1577,2024-02-29,3,25,10,131.0,203.0,20,10
1592,1578,2024-03-01,1,6,11,121.44,188.21,22,11
1593,1579,2024-03-01,1,22,9,168.75,261.54,18,9
1594,1580,2024-03-01,1,10,13,825.89,1280.11,26,13
1595,1581,2024-03-01,1,31,14,300.3,465.5,28,14
1596,1582,2024-03-01,1,32,19,200.64,311.03,38,19
1597,1583,2024-03-01,1,21,8,171.04,265.12,16,8
1598,1584,2024-03-01,1,29,10,145.2,225.1,20,10
1599,1585,2024-03-01,1,23,21,1680.63,2605.05,42,21
1600,1586,2024-03-01,1,6,7,77.28,119.77,14,7
1601,1587,2024-03-01,1,18,4,186.92,289.72,8,4
1602,1588,2024-03-01,1,19,11,150.04,232.54,22,11
1603,1589,2024-03-01,1,19,17,231.88,359.38,34,17
1604,1590,2024-03-01,1,2,4,235.2,364.56,8,4
1605,1591,2024-03-01,1,28,3,30.33,47.01,6,3
1606,1564,2024-03-01,2,32,3,31.68,49.11,9,3
1607,1592,2024-03-01,2,30,12,359.28,556.92,24,12
1608,1593,2024-03-01,2,7,10,565.9,877.1,20,10
1609,1594,2024-03-01,2,10,17,1080.01,1673.99,34,17
1610,1595,2024-03-01,2,9,3,30.66,47.52,6,3
1611,1596,2024-03-01,2,23,14,1120.42,1736.7,28,14
1612,1597,2024-03-01,2,19,14,190.96,295.96,28,14
1613,1598,2024-03-01,2,13,3,219.6,340.38,6,3
1614,1599,2024-03-01,2,25,12,157.2,243.6,24,12
1615,1600,2024-03-01,2,19,21,286.44,443.94,42,21
1616,1601,2024-03-01,2,25,3,39.3,60.9,6,3
1617,1602,2024-03-01,2,22,20,375.0,581.2,40,20
1618,1603,2024-03-01,2,24,3,243.39,377.25,6,3
1619,1604,2024-03-01,2,17,7,517.86,802.69,14,7
1620,1605,2024-03-01,2,1,8,618.64,958.88,16,8
1621,1606,2024-03-01,3,17,3,221.94,344.01,6,3
1622,1607,2024-03-01,3,22,15,281.25,435.9,30,15
1623,1608,2024-03-01,3,1,6,463.98,719.16,12,6
1624,1609,2024-03-01,3,5,20,112.4,174.2,40,20
1625,1610,2024-03-01,3,22,5,93.75,145.3,10,5
1626,1611,2024-03-01,3,32,20,211.2,327.4,40,20
1627,1612,2024-03-01,3,21,13,277.94,430.82,26,13
1628,1613,2024-03-01,3,7,18,1018.62,1578.78,36,18
1629,1614,2024-03-01,3,25,5,65.5,101.5,10,5
1630,1615,2024-03-01,3,21,20,427.6,662.8,40,20
1631,1616,2024-03-01,3,19,7,95.48,147.98,14,7
1632,1617,2024-03-01,3,30,10,299.4,464.1,20,10
1633,1618,2024-03-04,1,14,13,780.13,1209.26,52,13
1634,1619,2024-03-04,1,31,14,300.3,465.5,56,14
1635,1620,2024-03-04,1,17,5,369.9,573.35,20,5
1636,1621,2024-03-04,1,3,14,474.46,735.42,56,14
1637,1622,2024-03-04,1,28,6,60.66,94.02,24,6
1638,1623,2024-03-04,1,30,7,209.58,324.87,28,7
1639,1624,2024-03-04,1,25,4,52.4,81.2,16,4
1640,1625,2024-03-04,1,7,5,282.95,438.55,20,5
1641,1626,2024-03-04,1,10,9,571.77,886.23,36,9
1642,1627,2024-03-04,1,3,12,406.68,630.36,48,12
1643,1628,2024-03-04,1,11,4,213.72,331.28,16,4
1644,1629,2024-03-04,1,11,20,1068.6,1656.4,80,20
1645,1630,2024-03-04,1,25,5,65.5,101.5,20,5
1646,1631,2024-03-04,2,29,6,87.12,135.06,24,6
1647,1632,2024-03-04,2,29,9,130.68,202.59,36,9
1648,1633,2024-03-04,2,17,4,295.92,458.68,16,4
1649,1634,2024-03-04,2,2,4,235.2,364.56,16,4
1650,1635,2024-03-04,2,11,21,1122.03,1739.22,84,21
1651,1636,2024-03-04,2,18,12,560.76,869.16,48,12
1652,1637,2024-03-04,2,9,3,30.66,47.52,12,3
1653,1638,2024-03-04,2,21,12,256.56,397.68,48,12
1654,1639,2024-03-04,2,6,7,77.28,119.77,28,7
1655,1640,2024-03-04,2,14,8,480.08,744.16,32,8
1656,1641,2024-03-04,2,3,7,237.23,367.71,28,7
1657,1642,2024-03-04,2,27,17,1338.07,2074.0,68,17
1658,1643,2024-03-04,3,10,20,1270.6,1969.4,80,20
1659,1644,2024-03-04,3,7,3,169.77,263.13,12,3
1660,1645,2024-03-04,3,6,9,99.36,153.99,36,9
1661,1646,2024-03-04,3,14,9,540.09,837.18,36,9
1662,1647,2024-03-04,3,19,16,218.24,338.24,64,16
1663,1648,2024-03-04,3,11,6,320.58,496.92,24,6
1664,1649,2024-03-04,3,15,9,415.89,644.67,36,9
1665,1650,2024-03-04,3,23,7,560.21,868.35,28,7
1666,1651,2024-03-04,3,8,13,605.15,937.95,52,13
1667,1652,2024-03-04,3,14,8,480.08,744.16,32,8
1668,1653,2024-03-04,3,24,20,1622.6,2515.0,80,20
1669,1654,2024-03-04,3,11,12,641.16,993.84,48,12
1670,1655,2024-03-04,3,22,8,150.0,232.48,32,8
1671,1656,2024-03-04,3,11,19,1015.17,1573.58,76,19
1672,1657,2024-03-05,1,5,14,78.68,121.94,56,0
1673,1658,2024-03-05,1,25,22,288.2,446.6,88,0
1674,1659,2024-03-05,1,9,20,204.4,316.8,80,0
1675,1660,2024-03-05,1,25,16,209.6,324.8,64,0
1676,1661,2024-03-05,1,31,10,214.5,332.5,40,10
1677,1662,2024-03-05,1,4,10,781.8,1211.8,40,0
1678,1663,2024-03-05,1,9,11,112.42,174.24,44,11
1679,1664,2024-03-05,1,10,6,381.18,590.82,24,6
1680,1665,2024-03-05,1,27,18,1416.78,2196.0,72,0
1681,1666,2024-03-05,1,18,21,981.33,1521.03,84,21
1682,1667,2024-03-05,1,13,20,1464.0,2269.2,80,0
1683,1668,2024-03-05,1,31,22,471.9,731.5,88,0
1684,1669,2024-03-05,1,3,21,711.69,1103.13,84,0
1685,1670,2024-03-05,1,2,2,117.6,182.28,8,0
1686,1671,2024-03-05,2,7,7,396.13,613.97,28,0
1687,1672,2024-03-05,2,5,19,106.78,165.49,76,0
1688,1673,2024-03-05,2,27,17,1338.07,2074.0,68,17
1689,1674,2024-03-05,2,29,6,87.12,135.06,24,0
1690,1675,2024-03-05,2,11,6,320.58,496.92,24,0
1691,1676,2024-03-05,2,18,7,327.11,507.01,28,0
1692,1677,2024-03-05,2,25,7,91.7,142.1,28,0
1693,1678,2024-03-05,2,11,15,801.45,1242.3,60,0
1694,1679,2024-03-05,2,25,21,275.1,426.3,84,0
1695,1680,2024-03-05,2,16,19,423.51,656.45,76,0
1696,1682,2024-03-05,3,16,12,267.48,414.6,48,0
1697,1683,2024-03-05,3,11,17,908.31,1407.94,68,0
1698,1684,2024-03-05,3,3,7,237.23,367.71,28,0
1699,1685,2024-03-05,3,19,12,163.68,253.68,48,0
1700,1686,2024-03-05,3,26,14,778.82,1207.22,56,0
1701,1687,2024-03-05,3,23,7,560.21,868.35,28,0
1702,1688,2024-03-05,3,32,22,232.32,360.14,88,0
1703,1689,2024-03-05,3,27,20,1574.2,2440.0,80,0
1704,1690,2024-03-05,3,5,5,28.1,43.55,20,0
1705,1691,2024-03-05,3,10,18,1143.54,1772.46,72,0
1706,1692,2024-03-05,3,21,7,149.66,231.98,28,0
1707,1693,2024-03-05,3,1,10,773.3,1198.6,40,0
1708,1694,2024-03-05,3,17,12,887.76,1376.04,48,0
1709,1695,2024-03-05,3,26,6,333.78,517.38,24,6
1710,1670,2024-03-06,1,2,19,1117.2,1731.66,95,0
1711,1696,2024-03-06,1,6,14,154.56,239.54,28,14
1712,1697,2024-03-06,1,12,12,703.32,1090.2,24,12
1713,1698,2024-03-06,1,10,6,381.18,590.82,12,6
1714,1699,2024-03-06,1,31,16,343.2,532.0,32,16
1715,1700,2024-03-06,1,16,13,289.77,449.15,26,13
1716,1701,2024-03-06,1,11,7,374.01,579.74,14,7
1717,1702,2024-03-06,1,20,8,468.0,725.36,16,8
1718,1703,2024-03-06,1,21,11,235.18,364.54,22,11
1719,1704,2024-03-06,1,31,15,321.75,498.75,30,15
1720,1705,2024-03-06,1,1,4,309.32,479.44,8,4
1721,1706,2024-03-06,1,8,21,977.55,1515.15,42,21
1722,1707,2024-03-06,1,12,13,761.93,1181.05,26,13
1723,1681,2024-03-06,2,25,8,104.8,162.4,40,0
1724,1708,2024-03-06,2,1,18,1391.94,2157.48,36,18
1725,1709,2024-03-06,2,8,21,977.55,1515.15,42,21
1726,1710,2024-03-06,2,7,5,282.95,438.55,10,5
1727,1711,2024-03-06,2,1,17,1314.61,2037.62,34,17
1728,1712,2024-03-06,2,6,20,220.8,342.2,40,20
1729,1713,2024-03-06,2,4,20,1563.6,2423.6,40,20
1730,1714,2024-03-06,2,15,12,554.52,859.56,24,12
1731,1715,2024-03-06,2,30,7,209.58,324.87,14,7
1732,1716,2024-03-06,2,26,11,611.93,948.53,22,11
1733,1717,2024-03-06,2,28,13,131.43,203.71,26,13
1734,1718,2024-03-06,2,29,22,319.44,495.22,44,22
1735,1719,2024-03-06,2,26,5,278.15,431.15,10,5
1736,1720,2024-03-06,2,17,6,443.88,688.02,12,6
1737,1722,2024-03-06,3,8,15,698.25,1082.25,30,15
1738,1723,2024-03-06,3,3,3,101.67,157.59,6,3
1739,1724,2024-03-06,3,25,21,275.1,426.3,42,21
1740,1725,2024-03-06,3,28,3,30.33,47.01,6,3
1741,1726,2024-03-06,3,32,8,84.48,130.96,16,8
1742,1727,2024-03-06,3,19,21,286.44,443.94,42,21
1743,1728,2024-03-06,3,7,10,565.9,877.1,20,10
1744,1729,2024-03-06,3,8,21,977.55,1515.15,42,21
1745,1730,2024-03-06,3,7,5,282.95,438.55,10,5
1746,1731,2024-03-06,3,20,17,994.5,1541.39,34,17
1747,1732,2024-03-06,3,4,20,1563.6,2423.6,40,20
1748,1733,2024-03-06,3,21,11,235.18,364.54,22,11
1749,1734,2024-03-07,1,27,3,236.13,366.0,6,3
1750,1735,2024-03-07,1,24,11,892.43,1383.25,22,11
1751,1736,2024-03-07,1,20,22,1287.0,1994.74,44,22
1752,1737,2024-03-07,1,3,15,508.35,787.95,30,15
1753,1738,2024-03-07,1,4,21,1641.78,2544.78,42,21
1754,1739,2024-03-07,1,24,13,1054.69,1634.75,26,13
1755,1740,2024-03-07,1,11,20,1068.6,1656.4,40,20
1756,1741,2024-03-07,1,15,7,323.47,501.41,14,7
1757,1742,2024-03-07,1,15,6,277.26,429.78,12,6
1758,1743,2024-03-07,1,16,6,133.74,207.3,12,6
1759,1744,2024-03-07,1,20,8,468.0,725.36,16,8
1760,1720,2024-03-07,2,17,15,1109.7,1720.05,45,15
1761,1721,2024-03-07,2,28,3,30.33,47.01,9,3
1762,1745,2024-03-07,2,1,11,850.63,1318.46,22,11
1763,1746,2024-03-07,2,1,15,1159.95,1797.9,30,15
1764,1747,2024-03-07,2,11,5,267.15,414.1,10,5
1765,1748,2024-03-07,2,10,5,317.65,492.35,10,5
1766,1749,2024-03-07,2,14,22,1320.22,2046.44,44,22
1767,1750,2024-03-07,2,8,19,884.45,1370.85,38,19
1768,1751,2024-03-07,2,26,9,500.67,776.07,18,9
1769,1752,2024-03-07,2,23,6,480.18,744.3,12,6
1770,1753,2024-03-07,2,1,15,1159.95,1797.9,30,15
1771,1754,2024-03-07,2,30,19,568.86,881.79,38,19
1772,1755,2024-03-07,3,12,4,234.44,363.4,8,4
1773,1756,2024-03-07,3,11,9,480.87,745.38,18,9
1774,1757,2024-03-07,3,22,20,375.0,581.2,40,20
1775,1758,2024-03-07,3,17,19,1405.62,2178.73,38,19
1776,1759,2024-03-07,3,8,10,465.5,721.5,20,10
1777,1760,2024-03-07,3,2,11,646.8,1002.54,22,11
1778,1761,2024-03-07,3,14,9,540.09,837.18,18,9
1779,1762,2024-03-07,3,19,18,245.52,380.52,36,18
1780,1763,2024-03-07,3,28,5,50.55,78.35,10,5
1781,1764,2024-03-07,3,12,14,820.54,1271.9,28,14
1782,1765,2024-03-07,3,19,4,54.56,84.56,8,4
1783,1766,2024-03-07,3,1,13,1005.29,1558.18,26,13
1784,1767,2024-03-08,1,25,12,157.2,243.6,24,12
1785,1768,2024-03-08,1,4,22,1719.96,2665.96,44,22
1786,1769,2024-03-08,1,10,8,508.24,787.76,16,8
1787,1770,2024-03-08,1,3,16,542.24,840.48,32,16
1788,1771,2024-03-08,1,5,17,95.54,148.07,34,17
1789,1772,2024-03-08,1,24,8,649.04,1006.0,16,8
1790,1773,2024-03-08,1,6,11,121.44,188.21,22,11
1791,1774,2024-03-08,1,30,4,119.76,185.64,8,4
1792,1775,2024-03-08,1,31,13,278.85,432.25,26,13
1793,1776,2024-03-08,1,5,11,61.82,95.81,22,11
1794,1777,2024-03-08,1,30,20,598.8,928.2,40,20
1795,1778,2024-03-08,2,21,19,406.22,629.66,38,19
1796,1779,2024-03-08,2,25,7,91.7,142.1,14,7
1797,1780,2024-03-08,2,14,3,180.03,279.06,6,3
1798,1781,2024-03-08,2,29,14,203.28,315.14,28,14
1799,1782,2024-03-08,2,1,8,618.64,958.88,16,8
1800,1783,2024-03-08,2,21,17,363.46,563.38,34,17
1801,1784,2024-03-08,2,24,12,973.56,1509.0,24,12
1802,1785,2024-03-08,2,10,12,762.36,1181.64,24,12
1803,1786,2024-03-08,2,15,22,1016.62,1575.86,44,22
1804,1787,2024-03-08,2,7,15,848.85,1315.65,30,15
1805,1788,2024-03-08,2,19,15,204.6,317.1,30,15
1806,1789,2024-03-08,2,6,10,110.4,171.1,20,10
1807,1790,2024-03-08,3,24,9,730.17,1131.75,18,9
1808,1791,2024-03-08,3,7,14,792.26,1227.94,28,14
1809,1792,2024-03-08,3,3,6,203.34,315.18,12,6
1810,1793,2024-03-08,3,13,4,292.8,453.84,8,4
1811,1794,2024-03-08,3,21,20,427.6,662.8,40,20
1812,1795,2024-03-08,3,16,17,378.93,587.35,34,17
1813,1796,2024-03-08,3,29,5,72.6,112.55,10,5
1814,1797,2024-03-08,3,15,6,277.26,429.78,12,6
1815,1798,2024-03-08,3,29,18,261.36,405.18,36,18
1816,1799,2024-03-08,3,14,5,300.05,465.1,10,5
1817,1800,2024-03-08,3,8,5,232.75,360.75,10,5
1818,1801,2024-03-08,3,6,6,66.24,102.66,12,6
1819,1802,2024-03-08,3,5,21,118.02,182.91,42,21
1820,1803,2024-03-08,3,1,3,231.99,359.58,6,3
1821,1804,2024-03-08,3,5,16,89.92,139.36,32,16
1822,1805,2024-03-11,1,20,20,1170.0,1813.4,80,20
1823,1806,2024-03-11,1,32,15,158.4,245.55,60,15
1824,1807,2024-03-11,1,27,6,472.26,732.0,24,6
1825,1808,2024-03-11,1,17,5,369.9,573.35,20,5
1826,1809,2024-03-11,1,2,19,1117.2,1731.66,76,19
1827,1810,2024-03-11,1,20,7,409.5,634.69,28,7
1828,1811,2024-03-11,1,19,7,95.48,147.98,28,7
1829,1812,2024-03-11,1,23,17,1360.51,2108.85,68,17
1830,1813,2024-03-11,1,32,18,190.08,294.66,72,18
1831,1814,2024-03-11,1,19,3,40.92,63.42,12,3
1832,1815,2024-03-11,1,11,21,1122.03,1739.22,84,21
1833,1816,2024-03-11,1,23,6,480.18,744.3,24,6
1834,1817,2024-03-11,2,9,14,143.08,221.76,56,14
1835,1818,2024-03-11,2,14,12,720.12,1116.24,48,12
1836,1819,2024-03-11,2,29,11,159.72,247.61,44,11
1837,1820,2024-03-11,2,23,21,1680.63,2605.05,84,21
1838,1821,2024-03-11,2,3,22,745.58,1155.66,88,22
1839,1822,2024-03-11,2,5,19,106.78,165.49,76,19
1840,1823,2024-03-11,2,15,13,600.73,931.19,52,13
1841,1824,2024-03-11,2,30,3,89.82,139.23,12,3
1842,1825,2024-03-11,2,21,7,149.66,231.98,28,7
1843,1826,2024-03-11,2,24,9,730.17,1131.75,36,9
1844,1827,2024-03-11,2,2,5,294.0,455.7,20,5
1845,1828,2024-03-11,3,29,6,87.12,135.06,24,6
1846,1829,2024-03-11,3,9,3,30.66,47.52,12,3
1847,1830,2024-03-11,3,30,7,209.58,324.87,28,7
1848,1831,2024-03-11,3,18,21,981.33,1521.03,84,21
1849,1832,2024-03-11,3,16,14,312.06,483.7,56,14
1850,1833,2024-03-11,3,15,11,508.31,787.93,44,11
1851,1834,2024-03-11,3,25,9,117.9,182.7,36,9
1852,1835,2024-03-11,3,11,3,160.29,248.46,12,3
1853,1836,2024-03-11,3,27,21,1652.91,2562.0,84,21
1854,1837,2024-03-11,3,16,15,334.35,518.25,60,15
1855,1838,2024-03-11,3,32,17,179.52,278.29,68,17
1856,1839,2024-03-11,3,11,12,641.16,993.84,48,12
